Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-07-09-ps2017-111-03-002-035	ParlaMint-CZ_2021-07-09-ps2017-111-03-002-035.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-09	2021-07-09	Lower house	ps2017	-	ps2017/111	ps2017/111/03	ps2017/111/035	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-07-09-ps2017-111-03-002-035	ParlaMint-CZ_2021-07-09-ps2017-111-03-002-035.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-09	2021-07-09	Lower house	ps2017	-	ps2017/111	ps2017/111/03	ps2017/111/035	COVID	English	Regular	notMP	Minister	-	-	-	-	JanaMalacova.1981	Maláčová, Jana	F	1981	
ParlaMint-CZ-en_2021-07-09-ps2017-111-03-002-035	ParlaMint-CZ_2021-07-09-ps2017-111-03-002-035.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-09	2021-07-09	Lower house	ps2017	-	ps2017/111	ps2017/111/03	ps2017/111/035	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-07-09-ps2017-111-03-002-035	ParlaMint-CZ_2021-07-09-ps2017-111-03-002-035.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-09	2021-07-09	Lower house	ps2017	-	ps2017/111	ps2017/111/03	ps2017/111/035	COVID	English	Regular	notMP	Minister	-	-	-	-	JanaMalacova.1981	Maláčová, Jana	F	1981	
ParlaMint-CZ-en_2021-07-09-ps2017-111-03-002-035	ParlaMint-CZ_2021-07-09-ps2017-111-03-002-035.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-09	2021-07-09	Lower house	ps2017	-	ps2017/111	ps2017/111/03	ps2017/111/035	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-07-09-ps2017-111-03-002-035	ParlaMint-CZ_2021-07-09-ps2017-111-03-002-035.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-09	2021-07-09	Lower house	ps2017	-	ps2017/111	ps2017/111/03	ps2017/111/035	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	LenkaDrazilova.1963	Dražilová, Lenka	F	1963	
ParlaMint-CZ-en_2021-07-09-ps2017-111-03-002-035	ParlaMint-CZ_2021-07-09-ps2017-111-03-002-035.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-09	2021-07-09	Lower house	ps2017	-	ps2017/111	ps2017/111/03	ps2017/111/035	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-07-09-ps2017-111-03-002-035	ParlaMint-CZ_2021-07-09-ps2017-111-03-002-035.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-09	2021-07-09	Lower house	ps2017	-	ps2017/111	ps2017/111/03	ps2017/111/035	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	MikulasFerjencik.1987	Ferjenčík, Mikuláš	M	1987	
ParlaMint-CZ-en_2021-07-09-ps2017-111-03-002-035	ParlaMint-CZ_2021-07-09-ps2017-111-03-002-035.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-09	2021-07-09	Lower house	ps2017	-	ps2017/111	ps2017/111/03	ps2017/111/035	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-07-09-ps2017-111-03-002-035	ParlaMint-CZ_2021-07-09-ps2017-111-03-002-035.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-09	2021-07-09	Lower house	ps2017	-	ps2017/111	ps2017/111/03	ps2017/111/035	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	LucieSafrankova.1987	Šafránková, Lucie	F	1987	
