Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BG-en_2018-06-15	ParlaMint-BG_2018-06-15.u1	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 151 (2018-06-15)	2018-06-15	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	151 пленарно заседание	2018-06-15	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2018-06-15	ParlaMint-BG_2018-06-15.u2	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 151 (2018-06-15)	2018-06-15	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	151 пленарно заседание	2018-06-15	-	Reference	English	Regular	MP	notMinister	BSPFB	Parliamentary Group: BSP for Bulgaria	Opposition	Centre-left	VelkovSlavcho	Velkov, Slavcho Gueorgiev	M	1950	
ParlaMint-BG-en_2018-06-15	ParlaMint-BG_2018-06-15.u3	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 151 (2018-06-15)	2018-06-15	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	151 пленарно заседание	2018-06-15	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2018-06-15	ParlaMint-BG_2018-06-15.u4	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 151 (2018-06-15)	2018-06-15	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	151 пленарно заседание	2018-06-15	-	Reference	English	Regular	MP	notMinister	BSPFB	Parliamentary Group: BSP for Bulgaria	Opposition	Centre-left	PopovFilip	Popov, Filip Stefanov	M	1982	
ParlaMint-BG-en_2018-06-15	ParlaMint-BG_2018-06-15.u5	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 151 (2018-06-15)	2018-06-15	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	151 пленарно заседание	2018-06-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-BG-en_2018-06-15	ParlaMint-BG_2018-06-15.u6	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 151 (2018-06-15)	2018-06-15	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	151 пленарно заседание	2018-06-15	-	Reference	English	Regular	MP	notMinister	BSPFB	Parliamentary Group: BSP for Bulgaria	Opposition	Centre-left	PopovFilip	Popov, Filip Stefanov	M	1982	
ParlaMint-BG-en_2018-06-15	ParlaMint-BG_2018-06-15.u7	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 151 (2018-06-15)	2018-06-15	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	151 пленарно заседание	2018-06-15	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2018-06-15	ParlaMint-BG_2018-06-15.u8	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 151 (2018-06-15)	2018-06-15	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	151 пленарно заседание	2018-06-15	-	Reference	English	Regular	MP	notMinister	BSPFB	Parliamentary Group: BSP for Bulgaria	Opposition	Centre-left	PopovFilip	Popov, Filip Stefanov	M	1982	
ParlaMint-BG-en_2018-06-15	ParlaMint-BG_2018-06-15.u9	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 151 (2018-06-15)	2018-06-15	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	151 пленарно заседание	2018-06-15	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2018-06-15	ParlaMint-BG_2018-06-15.u10	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 151 (2018-06-15)	2018-06-15	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	151 пленарно заседание	2018-06-15	-	Reference	English	Regular	MP	notMinister	BSPFB	Parliamentary Group: BSP for Bulgaria	Opposition	Centre-left	SvilenskiGeorgi	Svilenski, Georgi Strahilov	M	1970	
ParlaMint-BG-en_2018-06-15	ParlaMint-BG_2018-06-15.u11	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 151 (2018-06-15)	2018-06-15	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	151 пленарно заседание	2018-06-15	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2018-06-15	ParlaMint-BG_2018-06-15.u12	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 151 (2018-06-15)	2018-06-15	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	151 пленарно заседание	2018-06-15	-	Reference	English	Regular	MP	notMinister	BSPFB	Parliamentary Group: BSP for Bulgaria	Opposition	Centre-left	SvilenskiGeorgi	Svilenski, Georgi Strahilov	M	1970	
ParlaMint-BG-en_2018-06-15	ParlaMint-BG_2018-06-15.u13	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 151 (2018-06-15)	2018-06-15	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	151 пленарно заседание	2018-06-15	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2018-06-15	ParlaMint-BG_2018-06-15.u14	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 151 (2018-06-15)	2018-06-15	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	151 пленарно заседание	2018-06-15	-	Reference	English	Regular	MP	notMinister	BSPFB	Parliamentary Group: BSP for Bulgaria	Opposition	Centre-left	SvilenskiGeorgi	Svilenski, Georgi Strahilov	M	1970	
ParlaMint-BG-en_2018-06-15	ParlaMint-BG_2018-06-15.u15	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 151 (2018-06-15)	2018-06-15	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	151 пленарно заседание	2018-06-15	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2018-06-15	ParlaMint-BG_2018-06-15.u16	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 151 (2018-06-15)	2018-06-15	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	151 пленарно заседание	2018-06-15	-	Reference	English	Regular	MP	notMinister	BSPFB	Parliamentary Group: BSP for Bulgaria	Opposition	Centre-left	SvilenskiGeorgi	Svilenski, Georgi Strahilov	M	1970	
ParlaMint-BG-en_2018-06-15	ParlaMint-BG_2018-06-15.u17	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 151 (2018-06-15)	2018-06-15	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	151 пленарно заседание	2018-06-15	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
