Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-12-10-ps2017-075-01-005-005	ParlaMint-CZ_2020-12-10-ps2017-075-01-005-005.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-10	2020-12-10	Lower house	ps2017	-	ps2017/075	ps2017/075/01	ps2017/075/005	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-12-10-ps2017-075-01-005-005	ParlaMint-CZ_2020-12-10-ps2017-075-01-005-005.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-10	2020-12-10	Lower house	ps2017	-	ps2017/075	ps2017/075/01	ps2017/075/005	COVID	English	Regular	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	LubomirZaoralek.1956	Zaorálek, Lubomír	M	1956	
ParlaMint-CZ-en_2020-12-10-ps2017-075-01-005-005	ParlaMint-CZ_2020-12-10-ps2017-075-01-005-005.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-10	2020-12-10	Lower house	ps2017	-	ps2017/075	ps2017/075/01	ps2017/075/005	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-12-10-ps2017-075-01-005-005	ParlaMint-CZ_2020-12-10-ps2017-075-01-005-005.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-10	2020-12-10	Lower house	ps2017	-	ps2017/075	ps2017/075/01	ps2017/075/005	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	IvanBartos.1980	Bartoš, Ivan	M	1980	
ParlaMint-CZ-en_2020-12-10-ps2017-075-01-005-005	ParlaMint-CZ_2020-12-10-ps2017-075-01-005-005.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-10	2020-12-10	Lower house	ps2017	-	ps2017/075	ps2017/075/01	ps2017/075/005	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-12-10-ps2017-075-01-005-005	ParlaMint-CZ_2020-12-10-ps2017-075-01-005-005.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-10	2020-12-10	Lower house	ps2017	-	ps2017/075	ps2017/075/01	ps2017/075/005	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MilanPour.1965	Pour, Milan	M	1965	
ParlaMint-CZ-en_2020-12-10-ps2017-075-01-005-005	ParlaMint-CZ_2020-12-10-ps2017-075-01-005-005.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-10	2020-12-10	Lower house	ps2017	-	ps2017/075	ps2017/075/01	ps2017/075/005	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-12-10-ps2017-075-01-005-005	ParlaMint-CZ_2020-12-10-ps2017-075-01-005-005.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-10	2020-12-10	Lower house	ps2017	-	ps2017/075	ps2017/075/01	ps2017/075/005	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	MarekBenda.1968	Benda, Marek	M	1968	
ParlaMint-CZ-en_2020-12-10-ps2017-075-01-005-005	ParlaMint-CZ_2020-12-10-ps2017-075-01-005-005.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-10	2020-12-10	Lower house	ps2017	-	ps2017/075	ps2017/075/01	ps2017/075/005	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-12-10-ps2017-075-01-005-005	ParlaMint-CZ_2020-12-10-ps2017-075-01-005-005.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-10	2020-12-10	Lower house	ps2017	-	ps2017/075	ps2017/075/01	ps2017/075/005	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2020-12-10-ps2017-075-01-005-005	ParlaMint-CZ_2020-12-10-ps2017-075-01-005-005.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-10	2020-12-10	Lower house	ps2017	-	ps2017/075	ps2017/075/01	ps2017/075/005	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-12-10-ps2017-075-01-005-005	ParlaMint-CZ_2020-12-10-ps2017-075-01-005-005.u12	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-10	2020-12-10	Lower house	ps2017	-	ps2017/075	ps2017/075/01	ps2017/075/005	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	MarekBenda.1968	Benda, Marek	M	1968	
ParlaMint-CZ-en_2020-12-10-ps2017-075-01-005-005	ParlaMint-CZ_2020-12-10-ps2017-075-01-005-005.u13	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-10	2020-12-10	Lower house	ps2017	-	ps2017/075	ps2017/075/01	ps2017/075/005	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-12-10-ps2017-075-01-005-005	ParlaMint-CZ_2020-12-10-ps2017-075-01-005-005.u14	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-10	2020-12-10	Lower house	ps2017	-	ps2017/075	ps2017/075/01	ps2017/075/005	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2020-12-10-ps2017-075-01-005-005	ParlaMint-CZ_2020-12-10-ps2017-075-01-005-005.u15	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-10	2020-12-10	Lower house	ps2017	-	ps2017/075	ps2017/075/01	ps2017/075/005	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
