Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-03-24-ps2017-042-01-012-006	ParlaMint-CZ_2020-03-24-ps2017-042-01-012-006.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-24	2020-03-24	Lower house	ps2017	-	ps2017/042	ps2017/042/01	ps2017/042/006	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-03-24-ps2017-042-01-012-006	ParlaMint-CZ_2020-03-24-ps2017-042-01-012-006.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-24	2020-03-24	Lower house	ps2017	-	ps2017/042	ps2017/042/01	ps2017/042/006	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	MiloslavaVostra.1965	Vostrá, Miloslava	F	1965	
ParlaMint-CZ-en_2020-03-24-ps2017-042-01-012-006	ParlaMint-CZ_2020-03-24-ps2017-042-01-012-006.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-24	2020-03-24	Lower house	ps2017	-	ps2017/042	ps2017/042/01	ps2017/042/006	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-03-24-ps2017-042-01-012-006	ParlaMint-CZ_2020-03-24-ps2017-042-01-012-006.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-24	2020-03-24	Lower house	ps2017	-	ps2017/042	ps2017/042/01	ps2017/042/006	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	MiloslavaVostra.1965	Vostrá, Miloslava	F	1965	
ParlaMint-CZ-en_2020-03-24-ps2017-042-01-012-006	ParlaMint-CZ_2020-03-24-ps2017-042-01-012-006.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-24	2020-03-24	Lower house	ps2017	-	ps2017/042	ps2017/042/01	ps2017/042/006	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-03-24-ps2017-042-01-012-006	ParlaMint-CZ_2020-03-24-ps2017-042-01-012-006.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-24	2020-03-24	Lower house	ps2017	-	ps2017/042	ps2017/042/01	ps2017/042/006	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	MiloslavaVostra.1965	Vostrá, Miloslava	F	1965	
ParlaMint-CZ-en_2020-03-24-ps2017-042-01-012-006	ParlaMint-CZ_2020-03-24-ps2017-042-01-012-006.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-24	2020-03-24	Lower house	ps2017	-	ps2017/042	ps2017/042/01	ps2017/042/006	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-03-24-ps2017-042-01-012-006	ParlaMint-CZ_2020-03-24-ps2017-042-01-012-006.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-24	2020-03-24	Lower house	ps2017	-	ps2017/042	ps2017/042/01	ps2017/042/006	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	MiloslavaVostra.1965	Vostrá, Miloslava	F	1965	
ParlaMint-CZ-en_2020-03-24-ps2017-042-01-012-006	ParlaMint-CZ_2020-03-24-ps2017-042-01-012-006.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-24	2020-03-24	Lower house	ps2017	-	ps2017/042	ps2017/042/01	ps2017/042/006	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-03-24-ps2017-042-01-012-006	ParlaMint-CZ_2020-03-24-ps2017-042-01-012-006.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-24	2020-03-24	Lower house	ps2017	-	ps2017/042	ps2017/042/01	ps2017/042/006	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	MiroslavKalousek.1960	Kalousek, Miroslav	M	1960	
