Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-UA-en_2021-05-20-m0	ParlaMint-UA_2021-05-20-m0.u1	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 5, sitting day 2021-05-20, n0	2021-05-20	Unicameralism	9	5	-	2021-05-20	-	COVID	English	Chairperson	MP	notMinister	SN	Servant of the People	-	Centre	ДмитроОлександровичРазумков.1983	Razumkov, Dmytro Oleksandrovyč	M	1983	
ParlaMint-UA-en_2021-05-20-m0	ParlaMint-UA_2021-05-20-m0.u2	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 5, sitting day 2021-05-20, n0	2021-05-20	Unicameralism	9	5	-	2021-05-20	-	COVID	English	Regular	MP	notMinister	frES	European Solidarity Faction	Opposition	Centre-right	ВікторіяПетрівнаСюмар.1977	Sjumar, Viktorija Petrivna	F	1977	
ParlaMint-UA-en_2021-05-20-m0	ParlaMint-UA_2021-05-20-m0.u3	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 5, sitting day 2021-05-20, n0	2021-05-20	Unicameralism	9	5	-	2021-05-20	-	COVID	English	Chairperson	MP	notMinister	SN	Servant of the People	-	Centre	ДмитроОлександровичРазумков.1983	Razumkov, Dmytro Oleksandrovyč	M	1983	
ParlaMint-UA-en_2021-05-20-m0	ParlaMint-UA_2021-05-20-m0.u4	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 5, sitting day 2021-05-20, n0	2021-05-20	Unicameralism	9	5	-	2021-05-20	-	COVID	English	Regular	MP	notMinister	frHolos	Holos Faction	Opposition	Centre-right	КіраОлександрівнаРудик.1985	Rudyk, Kira Oleksandrivna	F	1985	
ParlaMint-UA-en_2021-05-20-m0	ParlaMint-UA_2021-05-20-m0.u5	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 5, sitting day 2021-05-20, n0	2021-05-20	Unicameralism	9	5	-	2021-05-20	-	COVID	English	Chairperson	MP	notMinister	SN	Servant of the People	-	Centre	ДмитроОлександровичРазумков.1983	Razumkov, Dmytro Oleksandrovyč	M	1983	
ParlaMint-UA-en_2021-05-20-m0	ParlaMint-UA_2021-05-20-m0.u6	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 5, sitting day 2021-05-20, n0	2021-05-20	Unicameralism	9	5	-	2021-05-20	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	ДенисАнатолійовичШмигаль.1975	Šmyhal', Denys Anatolijovyč	M	1975	
ParlaMint-UA-en_2021-05-20-m0	ParlaMint-UA_2021-05-20-m0.u7	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 5, sitting day 2021-05-20, n0	2021-05-20	Unicameralism	9	5	-	2021-05-20	-	COVID	English	Chairperson	MP	notMinister	SN	Servant of the People	-	Centre	ДмитроОлександровичРазумков.1983	Razumkov, Dmytro Oleksandrovyč	M	1983	
ParlaMint-UA-en_2021-05-20-m0	ParlaMint-UA_2021-05-20-m0.u8	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 5, sitting day 2021-05-20, n0	2021-05-20	Unicameralism	9	5	-	2021-05-20	-	COVID	English	Regular	notMP	Minister	-	-	-	-	ВікторКириловичЛяшко.1980	Ljaško, Viktor Kyrylovyč	M	1980	
ParlaMint-UA-en_2021-05-20-m0	ParlaMint-UA_2021-05-20-m0.u9	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 5, sitting day 2021-05-20, n0	2021-05-20	Unicameralism	9	5	-	2021-05-20	-	COVID	English	Chairperson	MP	notMinister	SN	Servant of the People	-	Centre	ДмитроОлександровичРазумков.1983	Razumkov, Dmytro Oleksandrovyč	M	1983	
ParlaMint-UA-en_2021-05-20-m0	ParlaMint-UA_2021-05-20-m0.u10	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 5, sitting day 2021-05-20, n0	2021-05-20	Unicameralism	9	5	-	2021-05-20	-	COVID	English	Regular	notMP	Minister	-	-	-	-	ВікторКириловичЛяшко.1980	Ljaško, Viktor Kyrylovyč	M	1980	
