Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-012-018	ParlaMint-CZ_2016-05-25-ps2013-047-02-012-018.u1	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/018	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-012-018	ParlaMint-CZ_2016-05-25-ps2013-047-02-012-018.u2	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/018	Reference	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RichardBrabec.1966	Brabec, Richard	M	1966	
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-012-018	ParlaMint-CZ_2016-05-25-ps2013-047-02-012-018.u3	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/018	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-012-018	ParlaMint-CZ_2016-05-25-ps2013-047-02-012-018.u4	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/018	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	VaclavZemek.1974	Zemek, Václav	M	1974	
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-012-018	ParlaMint-CZ_2016-05-25-ps2013-047-02-012-018.u5	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/018	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-012-018	ParlaMint-CZ_2016-05-25-ps2013-047-02-012-018.u6	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/018	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	JanKlan.1982	Klán, Jan	M	1982	
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-012-018	ParlaMint-CZ_2016-05-25-ps2013-047-02-012-018.u7	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/018	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-012-018	ParlaMint-CZ_2016-05-25-ps2013-047-02-012-018.u8	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/018	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanZahradnik.1949	Zahradník, Jan	M	1949	
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-012-018	ParlaMint-CZ_2016-05-25-ps2013-047-02-012-018.u9	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/018	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-012-018	ParlaMint-CZ_2016-05-25-ps2013-047-02-012-018.u10	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/018	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	VaclavZemek.1974	Zemek, Václav	M	1974	
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-012-018	ParlaMint-CZ_2016-05-25-ps2013-047-02-012-018.u11	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/018	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-012-018	ParlaMint-CZ_2016-05-25-ps2013-047-02-012-018.u12	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/018	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	MichalKucera.1968	Kučera, Michal	M	1968	
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-012-018	ParlaMint-CZ_2016-05-25-ps2013-047-02-012-018.u13	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/018	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-05-25-ps2013-047-02-012-018	ParlaMint-CZ_2016-05-25-ps2013-047-02-012-018.u14	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-25	2016-05-25	Lower house	ps2013	-	ps2013/047	ps2013/047/02	ps2013/047/018	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	MichalKucera.1968	Kučera, Michal	M	1968	
