Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2016-03-02-ps2013-042-02-001-149	ParlaMint-CZ_2016-03-02-ps2013-042-02-001-149.u1	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-02	2016-03-02	Lower house	ps2013	-	ps2013/042	ps2013/042/02	ps2013/042/149	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2016-03-02-ps2013-042-02-001-149	ParlaMint-CZ_2016-03-02-ps2013-042-02-001-149.u2	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-02	2016-03-02	Lower house	ps2013	-	ps2013/042	ps2013/042/02	ps2013/042/149	Reference	English	Guest	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	AndrejBabis.1954	Babiš, Andrej	M	1954	
ParlaMint-CZ-en_2016-03-02-ps2013-042-02-001-149	ParlaMint-CZ_2016-03-02-ps2013-042-02-001-149.u3	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-02	2016-03-02	Lower house	ps2013	-	ps2013/042	ps2013/042/02	ps2013/042/149	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2016-03-02-ps2013-042-02-001-149	ParlaMint-CZ_2016-03-02-ps2013-042-02-001-149.u4	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-02	2016-03-02	Lower house	ps2013	-	ps2013/042	ps2013/042/02	ps2013/042/149	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	SonaMarkova.1963	Marková, Soňa	F	1963	
ParlaMint-CZ-en_2016-03-02-ps2013-042-02-001-149	ParlaMint-CZ_2016-03-02-ps2013-042-02-001-149.u5	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-02	2016-03-02	Lower house	ps2013	-	ps2013/042	ps2013/042/02	ps2013/042/149	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2016-03-02-ps2013-042-02-001-149	ParlaMint-CZ_2016-03-02-ps2013-042-02-001-149.u6	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-02	2016-03-02	Lower house	ps2013	-	ps2013/042	ps2013/042/02	ps2013/042/149	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	JiriSkalicky.1954	Skalický, Jiří	M	1954	
ParlaMint-CZ-en_2016-03-02-ps2013-042-02-001-149	ParlaMint-CZ_2016-03-02-ps2013-042-02-001-149.u7	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-02	2016-03-02	Lower house	ps2013	-	ps2013/042	ps2013/042/02	ps2013/042/149	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2016-03-02-ps2013-042-02-001-149	ParlaMint-CZ_2016-03-02-ps2013-042-02-001-149.u8	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-02	2016-03-02	Lower house	ps2013	-	ps2013/042	ps2013/042/02	ps2013/042/149	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	JiriSkalicky.1954	Skalický, Jiří	M	1954	
ParlaMint-CZ-en_2016-03-02-ps2013-042-02-001-149	ParlaMint-CZ_2016-03-02-ps2013-042-02-001-149.u9	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-02	2016-03-02	Lower house	ps2013	-	ps2013/042	ps2013/042/02	ps2013/042/149	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2016-03-02-ps2013-042-02-001-149	ParlaMint-CZ_2016-03-02-ps2013-042-02-001-149.u10	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-02	2016-03-02	Lower house	ps2013	-	ps2013/042	ps2013/042/02	ps2013/042/149	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrBendl.1966	Bendl, Petr	M	1966	
