Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-01-29-ps2017-026-05-002-007	ParlaMint-CZ_2019-01-29-ps2017-026-05-002-007.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-29	2019-01-29	Lower house	ps2017	-	ps2017/026	ps2017/026/05	ps2017/026/007	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-01-29-ps2017-026-05-002-007	ParlaMint-CZ_2019-01-29-ps2017-026-05-002-007.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-29	2019-01-29	Lower house	ps2017	-	ps2017/026	ps2017/026/05	ps2017/026/007	Reference	English	Regular	notMP	Minister	-	-	-	-	JanKnezinek.1979	Kněžínek, Jan	M	1979	
ParlaMint-CZ-en_2019-01-29-ps2017-026-05-002-007	ParlaMint-CZ_2019-01-29-ps2017-026-05-002-007.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-29	2019-01-29	Lower house	ps2017	-	ps2017/026	ps2017/026/05	ps2017/026/007	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-01-29-ps2017-026-05-002-007	ParlaMint-CZ_2019-01-29-ps2017-026-05-002-007.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-29	2019-01-29	Lower house	ps2017	-	ps2017/026	ps2017/026/05	ps2017/026/007	Reference	English	Regular	notMP	Minister	-	-	-	-	JanKnezinek.1979	Kněžínek, Jan	M	1979	
ParlaMint-CZ-en_2019-01-29-ps2017-026-05-002-007	ParlaMint-CZ_2019-01-29-ps2017-026-05-002-007.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-29	2019-01-29	Lower house	ps2017	-	ps2017/026	ps2017/026/05	ps2017/026/007	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-01-29-ps2017-026-05-002-007	ParlaMint-CZ_2019-01-29-ps2017-026-05-002-007.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-29	2019-01-29	Lower house	ps2017	-	ps2017/026	ps2017/026/05	ps2017/026/007	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	HelenaValkova.1951	Válková, Helena	F	1951	
ParlaMint-CZ-en_2019-01-29-ps2017-026-05-002-007	ParlaMint-CZ_2019-01-29-ps2017-026-05-002-007.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-29	2019-01-29	Lower house	ps2017	-	ps2017/026	ps2017/026/05	ps2017/026/007	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-01-29-ps2017-026-05-002-007	ParlaMint-CZ_2019-01-29-ps2017-026-05-002-007.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-29	2019-01-29	Lower house	ps2017	-	ps2017/026	ps2017/026/05	ps2017/026/007	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	VitKankovsky.1970	Kaňkovský, Vít	M	1970	
ParlaMint-CZ-en_2019-01-29-ps2017-026-05-002-007	ParlaMint-CZ_2019-01-29-ps2017-026-05-002-007.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-29	2019-01-29	Lower house	ps2017	-	ps2017/026	ps2017/026/05	ps2017/026/007	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2019-01-29-ps2017-026-05-002-007	ParlaMint-CZ_2019-01-29-ps2017-026-05-002-007.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-29	2019-01-29	Lower house	ps2017	-	ps2017/026	ps2017/026/05	ps2017/026/007	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
