Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-01-22-ps2017-026-01-003-226	ParlaMint-CZ_2019-01-22-ps2017-026-01-003-226.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-22	2019-01-22	Lower house	ps2017	-	ps2017/026	ps2017/026/01	ps2017/026/226	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-01-22-ps2017-026-01-003-226	ParlaMint-CZ_2019-01-22-ps2017-026-01-003-226.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-22	2019-01-22	Lower house	ps2017	-	ps2017/026	ps2017/026/01	ps2017/026/226	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	VitKankovsky.1970	Kaňkovský, Vít	M	1970	
ParlaMint-CZ-en_2019-01-22-ps2017-026-01-003-226	ParlaMint-CZ_2019-01-22-ps2017-026-01-003-226.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-22	2019-01-22	Lower house	ps2017	-	ps2017/026	ps2017/026/01	ps2017/026/226	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-01-22-ps2017-026-01-003-226	ParlaMint-CZ_2019-01-22-ps2017-026-01-003-226.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-22	2019-01-22	Lower house	ps2017	-	ps2017/026	ps2017/026/01	ps2017/026/226	Reference	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	DanTok.1959	Ťok, Dan	M	1959	
ParlaMint-CZ-en_2019-01-22-ps2017-026-01-003-226	ParlaMint-CZ_2019-01-22-ps2017-026-01-003-226.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-22	2019-01-22	Lower house	ps2017	-	ps2017/026	ps2017/026/01	ps2017/026/226	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-01-22-ps2017-026-01-003-226	ParlaMint-CZ_2019-01-22-ps2017-026-01-003-226.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-22	2019-01-22	Lower house	ps2017	-	ps2017/026	ps2017/026/01	ps2017/026/226	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	VitKankovsky.1970	Kaňkovský, Vít	M	1970	
ParlaMint-CZ-en_2019-01-22-ps2017-026-01-003-226	ParlaMint-CZ_2019-01-22-ps2017-026-01-003-226.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-22	2019-01-22	Lower house	ps2017	-	ps2017/026	ps2017/026/01	ps2017/026/226	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-01-22-ps2017-026-01-003-226	ParlaMint-CZ_2019-01-22-ps2017-026-01-003-226.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-22	2019-01-22	Lower house	ps2017	-	ps2017/026	ps2017/026/01	ps2017/026/226	Reference	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	DanTok.1959	Ťok, Dan	M	1959	
ParlaMint-CZ-en_2019-01-22-ps2017-026-01-003-226	ParlaMint-CZ_2019-01-22-ps2017-026-01-003-226.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-22	2019-01-22	Lower house	ps2017	-	ps2017/026	ps2017/026/01	ps2017/026/226	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-01-22-ps2017-026-01-003-226	ParlaMint-CZ_2019-01-22-ps2017-026-01-003-226.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-22	2019-01-22	Lower house	ps2017	-	ps2017/026	ps2017/026/01	ps2017/026/226	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	VitKankovsky.1970	Kaňkovský, Vít	M	1970	
