Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-UA-en_2020-03-04-m1	ParlaMint-UA_2020-03-04-m1.u1	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 3, sitting day 2020-03-04, n1	2020-03-04	Unicameralism	9	3	-	2020-03-04	-	COVID	English	Chairperson	MP	notMinister	SN	Servant of the People	-	Centre	ДмитроОлександровичРазумков.1983	Razumkov, Dmytro Oleksandrovyč	M	1983	
ParlaMint-UA-en_2020-03-04-m1	ParlaMint-UA_2020-03-04-m1.u2	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 3, sitting day 2020-03-04, n1	2020-03-04	Unicameralism	9	3	-	2020-03-04	-	COVID	English	Guest	notMP	notMinister	-	-	-	-	ВолодимирОлександровичЗеленський.1978	Zelens'kyj, Volodymyr Oleksandrovyč	M	1978	
ParlaMint-UA-en_2020-03-04-m1	ParlaMint-UA_2020-03-04-m1.u3	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 3, sitting day 2020-03-04, n1	2020-03-04	Unicameralism	9	3	-	2020-03-04	-	COVID	English	Chairperson	MP	notMinister	SN	Servant of the People	-	Centre	ДмитроОлександровичРазумков.1983	Razumkov, Dmytro Oleksandrovyč	M	1983	
ParlaMint-UA-en_2020-03-04-m1	ParlaMint-UA_2020-03-04-m1.u4	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 3, sitting day 2020-03-04, n1	2020-03-04	Unicameralism	9	3	-	2020-03-04	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	ОлексійВалерійовичГончарук.1984	Hončaruk, Oleksij Valerijovyč	M	1984	
ParlaMint-UA-en_2020-03-04-m1	ParlaMint-UA_2020-03-04-m1.u5	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 3, sitting day 2020-03-04, n1	2020-03-04	Unicameralism	9	3	-	2020-03-04	-	COVID	English	Chairperson	MP	notMinister	SN	Servant of the People	-	Centre	ДмитроОлександровичРазумков.1983	Razumkov, Dmytro Oleksandrovyč	M	1983	
ParlaMint-UA-en_2020-03-04-m1	ParlaMint-UA_2020-03-04-m1.u6	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 3, sitting day 2020-03-04, n1	2020-03-04	Unicameralism	9	3	-	2020-03-04	-	COVID	English	Regular	MP	notMinister	frSN	Servant of the People Faction	Coalition	Centre	АндрійАндрійовичКлочко.1981	Kločko, Andrij Andrijovyč	M	1981	
ParlaMint-UA-en_2020-03-04-m1	ParlaMint-UA_2020-03-04-m1.u7	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 3, sitting day 2020-03-04, n1	2020-03-04	Unicameralism	9	3	-	2020-03-04	-	COVID	English	Chairperson	MP	notMinister	SN	Servant of the People	-	Centre	ДмитроОлександровичРазумков.1983	Razumkov, Dmytro Oleksandrovyč	M	1983	
ParlaMint-UA-en_2020-03-04-m1	ParlaMint-UA_2020-03-04-m1.u8	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 3, sitting day 2020-03-04, n1	2020-03-04	Unicameralism	9	3	-	2020-03-04	-	COVID	English	Regular	MP	notMinister	frSN	Servant of the People Faction	Coalition	Centre	СергійКостянтиновичІонушас.1979	Ionušas, Serhij Kostjantynovyč	M	1979	
ParlaMint-UA-en_2020-03-04-m1	ParlaMint-UA_2020-03-04-m1.u9	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 3, sitting day 2020-03-04, n1	2020-03-04	Unicameralism	9	3	-	2020-03-04	-	COVID	English	Chairperson	MP	notMinister	SN	Servant of the People	-	Centre	ДмитроОлександровичРазумков.1983	Razumkov, Dmytro Oleksandrovyč	M	1983	
ParlaMint-UA-en_2020-03-04-m1	ParlaMint-UA_2020-03-04-m1.u10	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 3, sitting day 2020-03-04, n1	2020-03-04	Unicameralism	9	3	-	2020-03-04	-	COVID	English	Regular	MP	notMinister	frSN	Servant of the People Faction	Coalition	Centre	ОлександрАнатолійовичКачура.1990	Kačura, Oleksandr Anatolijovyč	M	1990	
