Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2017-04-28-ps2013-056-10-002-245	ParlaMint-CZ_2017-04-28-ps2013-056-10-002-245.u1	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-28	2017-04-28	Lower house	ps2013	-	ps2013/056	ps2013/056/10	ps2013/056/245	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2017-04-28-ps2013-056-10-002-245	ParlaMint-CZ_2017-04-28-ps2013-056-10-002-245.u2	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-28	2017-04-28	Lower house	ps2013	-	ps2013/056	ps2013/056/10	ps2013/056/245	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrBendl.1966	Bendl, Petr	M	1966	
ParlaMint-CZ-en_2017-04-28-ps2013-056-10-002-245	ParlaMint-CZ_2017-04-28-ps2013-056-10-002-245.u3	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-28	2017-04-28	Lower house	ps2013	-	ps2013/056	ps2013/056/10	ps2013/056/245	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2017-04-28-ps2013-056-10-002-245	ParlaMint-CZ_2017-04-28-ps2013-056-10-002-245.u4	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-28	2017-04-28	Lower house	ps2013	-	ps2013/056	ps2013/056/10	ps2013/056/245	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	JanKlan.1982	Klán, Jan	M	1982	
ParlaMint-CZ-en_2017-04-28-ps2013-056-10-002-245	ParlaMint-CZ_2017-04-28-ps2013-056-10-002-245.u5	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-28	2017-04-28	Lower house	ps2013	-	ps2013/056	ps2013/056/10	ps2013/056/245	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2017-04-28-ps2013-056-10-002-245	ParlaMint-CZ_2017-04-28-ps2013-056-10-002-245.u6	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-28	2017-04-28	Lower house	ps2013	-	ps2013/056	ps2013/056/10	ps2013/056/245	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrBendl.1966	Bendl, Petr	M	1966	
ParlaMint-CZ-en_2017-04-28-ps2013-056-10-002-245	ParlaMint-CZ_2017-04-28-ps2013-056-10-002-245.u7	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-28	2017-04-28	Lower house	ps2013	-	ps2013/056	ps2013/056/10	ps2013/056/245	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2017-04-28-ps2013-056-10-002-245	ParlaMint-CZ_2017-04-28-ps2013-056-10-002-245.u8	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-28	2017-04-28	Lower house	ps2013	-	ps2013/056	ps2013/056/10	ps2013/056/245	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2017-04-28-ps2013-056-10-002-245	ParlaMint-CZ_2017-04-28-ps2013-056-10-002-245.u9	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-28	2017-04-28	Lower house	ps2013	-	ps2013/056	ps2013/056/10	ps2013/056/245	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-04-28-ps2013-056-10-002-245	ParlaMint-CZ_2017-04-28-ps2013-056-10-002-245.u10	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-28	2017-04-28	Lower house	ps2013	-	ps2013/056	ps2013/056/10	ps2013/056/245	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	JanKlan.1982	Klán, Jan	M	1982	
ParlaMint-CZ-en_2017-04-28-ps2013-056-10-002-245	ParlaMint-CZ_2017-04-28-ps2013-056-10-002-245.u11	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-28	2017-04-28	Lower house	ps2013	-	ps2013/056	ps2013/056/10	ps2013/056/245	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-04-28-ps2013-056-10-002-245	ParlaMint-CZ_2017-04-28-ps2013-056-10-002-245.u12	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-28	2017-04-28	Lower house	ps2013	-	ps2013/056	ps2013/056/10	ps2013/056/245	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	MichalKucera.1968	Kučera, Michal	M	1968	
