Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2017-02-23-ps2013-055-03-007-270	ParlaMint-CZ_2017-02-23-ps2013-055-03-007-270.u1	Parliament of the Czech Republic, Chamber of Deputies, 2017-02-23	2017-02-23	Lower house	ps2013	-	ps2013/055	ps2013/055/03	ps2013/055/270	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-02-23-ps2013-055-03-007-270	ParlaMint-CZ_2017-02-23-ps2013-055-03-007-270.u2	Parliament of the Czech Republic, Chamber of Deputies, 2017-02-23	2017-02-23	Lower house	ps2013	-	ps2013/055	ps2013/055/03	ps2013/055/270	Reference	English	Regular	MP	Minister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	MarianJurecka.1981	Jurečka, Marian	M	1981	
ParlaMint-CZ-en_2017-02-23-ps2013-055-03-007-270	ParlaMint-CZ_2017-02-23-ps2013-055-03-007-270.u3	Parliament of the Czech Republic, Chamber of Deputies, 2017-02-23	2017-02-23	Lower house	ps2013	-	ps2013/055	ps2013/055/03	ps2013/055/270	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-02-23-ps2013-055-03-007-270	ParlaMint-CZ_2017-02-23-ps2013-055-03-007-270.u4	Parliament of the Czech Republic, Chamber of Deputies, 2017-02-23	2017-02-23	Lower house	ps2013	-	ps2013/055	ps2013/055/03	ps2013/055/270	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	LadislavVelebny.1957	Velebný, Ladislav	M	1957	
ParlaMint-CZ-en_2017-02-23-ps2013-055-03-007-270	ParlaMint-CZ_2017-02-23-ps2013-055-03-007-270.u5	Parliament of the Czech Republic, Chamber of Deputies, 2017-02-23	2017-02-23	Lower house	ps2013	-	ps2013/055	ps2013/055/03	ps2013/055/270	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-02-23-ps2013-055-03-007-270	ParlaMint-CZ_2017-02-23-ps2013-055-03-007-270.u6	Parliament of the Czech Republic, Chamber of Deputies, 2017-02-23	2017-02-23	Lower house	ps2013	-	ps2013/055	ps2013/055/03	ps2013/055/270	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	HerbertPavera.1958	Pavera, Herbert	M	1958	
ParlaMint-CZ-en_2017-02-23-ps2013-055-03-007-270	ParlaMint-CZ_2017-02-23-ps2013-055-03-007-270.u7	Parliament of the Czech Republic, Chamber of Deputies, 2017-02-23	2017-02-23	Lower house	ps2013	-	ps2013/055	ps2013/055/03	ps2013/055/270	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-02-23-ps2013-055-03-007-270	ParlaMint-CZ_2017-02-23-ps2013-055-03-007-270.u8	Parliament of the Czech Republic, Chamber of Deputies, 2017-02-23	2017-02-23	Lower house	ps2013	-	ps2013/055	ps2013/055/03	ps2013/055/270	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	KarelSchwarzenberg.1937	Schwarzenberg, Karel	M	1937	
ParlaMint-CZ-en_2017-02-23-ps2013-055-03-007-270	ParlaMint-CZ_2017-02-23-ps2013-055-03-007-270.u9	Parliament of the Czech Republic, Chamber of Deputies, 2017-02-23	2017-02-23	Lower house	ps2013	-	ps2013/055	ps2013/055/03	ps2013/055/270	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-02-23-ps2013-055-03-007-270	ParlaMint-CZ_2017-02-23-ps2013-055-03-007-270.u10	Parliament of the Czech Republic, Chamber of Deputies, 2017-02-23	2017-02-23	Lower house	ps2013	-	ps2013/055	ps2013/055/03	ps2013/055/270	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrBendl.1966	Bendl, Petr	M	1966	
