Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2017-09-13-ps2013-060-06-001-028	ParlaMint-CZ_2017-09-13-ps2013-060-06-001-028.u1	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-13	2017-09-13	Lower house	ps2013	-	ps2013/060	ps2013/060/06	ps2013/060/028	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2017-09-13-ps2013-060-06-001-028	ParlaMint-CZ_2017-09-13-ps2013-060-06-001-028.u2	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-13	2017-09-13	Lower house	ps2013	-	ps2013/060	ps2013/060/06	ps2013/060/028	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-09-13-ps2013-060-06-001-028	ParlaMint-CZ_2017-09-13-ps2013-060-06-001-028.u3	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-13	2017-09-13	Lower house	ps2013	-	ps2013/060	ps2013/060/06	ps2013/060/028	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2017-09-13-ps2013-060-06-001-028	ParlaMint-CZ_2017-09-13-ps2013-060-06-001-028.u4	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-13	2017-09-13	Lower house	ps2013	-	ps2013/060	ps2013/060/06	ps2013/060/028	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-09-13-ps2013-060-06-001-028	ParlaMint-CZ_2017-09-13-ps2013-060-06-001-028.u5	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-13	2017-09-13	Lower house	ps2013	-	ps2013/060	ps2013/060/06	ps2013/060/028	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2017-09-13-ps2013-060-06-001-028	ParlaMint-CZ_2017-09-13-ps2013-060-06-001-028.u6	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-13	2017-09-13	Lower house	ps2013	-	ps2013/060	ps2013/060/06	ps2013/060/028	Reference	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	IvanPilny.1944	Pilný, Ivan	M	1944	
ParlaMint-CZ-en_2017-09-13-ps2013-060-06-001-028	ParlaMint-CZ_2017-09-13-ps2013-060-06-001-028.u7	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-13	2017-09-13	Lower house	ps2013	-	ps2013/060	ps2013/060/06	ps2013/060/028	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2017-09-13-ps2013-060-06-001-028	ParlaMint-CZ_2017-09-13-ps2013-060-06-001-028.u8	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-13	2017-09-13	Lower house	ps2013	-	ps2013/060	ps2013/060/06	ps2013/060/028	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	IvanGabal.1951	Gabal, Ivan	M	1951	
ParlaMint-CZ-en_2017-09-13-ps2013-060-06-001-028	ParlaMint-CZ_2017-09-13-ps2013-060-06-001-028.u9	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-13	2017-09-13	Lower house	ps2013	-	ps2013/060	ps2013/060/06	ps2013/060/028	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2017-09-13-ps2013-060-06-001-028	ParlaMint-CZ_2017-09-13-ps2013-060-06-001-028.u10	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-13	2017-09-13	Lower house	ps2013	-	ps2013/060	ps2013/060/06	ps2013/060/028	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JaroslavFoldyna.1960	Foldyna, Jaroslav	M	1960	
