Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2018-02-08-tweedekamer-5	ParlaMint-NL_2018-02-08-tweedekamer-5.u1	Report of the meeting of the Dutch Lower House, Meeting 50, Session 5 (2018-02-08)	2018-02-08	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 50	Sitting 2018-02-08	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-02-08-tweedekamer-5	ParlaMint-NL_2018-02-08-tweedekamer-5.u2	Report of the meeting of the Dutch Lower House, Meeting 50, Session 5 (2018-02-08)	2018-02-08	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 50	Sitting 2018-02-08	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-02-08-tweedekamer-5	ParlaMint-NL_2018-02-08-tweedekamer-5.u3	Report of the meeting of the Dutch Lower House, Meeting 50, Session 5 (2018-02-08)	2018-02-08	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 50	Sitting 2018-02-08	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	TomvanderLee	van der Lee, Tom	M	1964	
ParlaMint-NL-en_2018-02-08-tweedekamer-5	ParlaMint-NL_2018-02-08-tweedekamer-5.u4	Report of the meeting of the Dutch Lower House, Meeting 50, Session 5 (2018-02-08)	2018-02-08	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 50	Sitting 2018-02-08	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Coalition	Centre	RobJetten	Jetten, Rob	M	1987	
ParlaMint-NL-en_2018-02-08-tweedekamer-5	ParlaMint-NL_2018-02-08-tweedekamer-5.u5	Report of the meeting of the Dutch Lower House, Meeting 50, Session 5 (2018-02-08)	2018-02-08	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 50	Sitting 2018-02-08	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	SandraBeckerman	Beckerman, Sandra	F	1983	
ParlaMint-NL-en_2018-02-08-tweedekamer-5	ParlaMint-NL_2018-02-08-tweedekamer-5.u6	Report of the meeting of the Dutch Lower House, Meeting 50, Session 5 (2018-02-08)	2018-02-08	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 50	Sitting 2018-02-08	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	AlexanderKops	Kops, Alexander	M	1984	
ParlaMint-NL-en_2018-02-08-tweedekamer-5	ParlaMint-NL_2018-02-08-tweedekamer-5.u7	Report of the meeting of the Dutch Lower House, Meeting 50, Session 5 (2018-02-08)	2018-02-08	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 50	Sitting 2018-02-08	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	WilliamMoorlag	Moorlag, William	M	1960	
ParlaMint-NL-en_2018-02-08-tweedekamer-5	ParlaMint-NL_2018-02-08-tweedekamer-5.u8	Report of the meeting of the Dutch Lower House, Meeting 50, Session 5 (2018-02-08)	2018-02-08	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 50	Sitting 2018-02-08	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	DilanYeşilgöz-Zegerius	Yeşilgöz-Zegerius, Dilan	F	1977	
ParlaMint-NL-en_2018-02-08-tweedekamer-5	ParlaMint-NL_2018-02-08-tweedekamer-5.u9	Report of the meeting of the Dutch Lower House, Meeting 50, Session 5 (2018-02-08)	2018-02-08	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 50	Sitting 2018-02-08	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-02-08-tweedekamer-5	ParlaMint-NL_2018-02-08-tweedekamer-5.u10	Report of the meeting of the Dutch Lower House, Meeting 50, Session 5 (2018-02-08)	2018-02-08	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 50	Sitting 2018-02-08	-	Reference	English	Regular	MP	notMinister	CU	ChristenUnie	Coalition	Centre-right	EppoBruins	Bruins, Eppo	M	1969	
