Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2019-11-27-tweedekamer-8	ParlaMint-NL_2019-11-27-tweedekamer-8.u1	Report of the meeting of the Dutch Lower House, Meeting 29, Session 8 (2019-11-27)	2019-11-27	Lower house	Meeting of the 29th Tweede Kamer	Session 8	Meeting 29	Sitting 2019-11-27	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-11-27-tweedekamer-8	ParlaMint-NL_2019-11-27-tweedekamer-8.u2	Report of the meeting of the Dutch Lower House, Meeting 29, Session 8 (2019-11-27)	2019-11-27	Lower house	Meeting of the 29th Tweede Kamer	Session 8	Meeting 29	Sitting 2019-11-27	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-11-27-tweedekamer-8	ParlaMint-NL_2019-11-27-tweedekamer-8.u3	Report of the meeting of the Dutch Lower House, Meeting 29, Session 8 (2019-11-27)	2019-11-27	Lower house	Meeting of the 29th Tweede Kamer	Session 8	Meeting 29	Sitting 2019-11-27	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	MadeleinevanToorenburg	van Toorenburg, Madeleine	F	1968	
ParlaMint-NL-en_2019-11-27-tweedekamer-8	ParlaMint-NL_2019-11-27-tweedekamer-8.u4	Report of the meeting of the Dutch Lower House, Meeting 29, Session 8 (2019-11-27)	2019-11-27	Lower house	Meeting of the 29th Tweede Kamer	Session 8	Meeting 29	Sitting 2019-11-27	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	MachieldeGraaf	de Graaf, Machiel	M	1969	
ParlaMint-NL-en_2019-11-27-tweedekamer-8	ParlaMint-NL_2019-11-27-tweedekamer-8.u5	Report of the meeting of the Dutch Lower House, Meeting 29, Session 8 (2019-11-27)	2019-11-27	Lower house	Meeting of the 29th Tweede Kamer	Session 8	Meeting 29	Sitting 2019-11-27	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-11-27-tweedekamer-8	ParlaMint-NL_2019-11-27-tweedekamer-8.u6	Report of the meeting of the Dutch Lower House, Meeting 29, Session 8 (2019-11-27)	2019-11-27	Lower house	Meeting of the 29th Tweede Kamer	Session 8	Meeting 29	Sitting 2019-11-27	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	MachieldeGraaf	de Graaf, Machiel	M	1969	
ParlaMint-NL-en_2019-11-27-tweedekamer-8	ParlaMint-NL_2019-11-27-tweedekamer-8.u7	Report of the meeting of the Dutch Lower House, Meeting 29, Session 8 (2019-11-27)	2019-11-27	Lower house	Meeting of the 29th Tweede Kamer	Session 8	Meeting 29	Sitting 2019-11-27	-	Reference	English	Regular	notMP	notMinister	DENK	DENK	Opposition	Centre-left	FaridAzarkan	Azarkan, Farid	M	1971	
ParlaMint-NL-en_2019-11-27-tweedekamer-8	ParlaMint-NL_2019-11-27-tweedekamer-8.u8	Report of the meeting of the Dutch Lower House, Meeting 29, Session 8 (2019-11-27)	2019-11-27	Lower house	Meeting of the 29th Tweede Kamer	Session 8	Meeting 29	Sitting 2019-11-27	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	MonicadenBoer	den Boer, Monica	F	1963	
ParlaMint-NL-en_2019-11-27-tweedekamer-8	ParlaMint-NL_2019-11-27-tweedekamer-8.u9	Report of the meeting of the Dutch Lower House, Meeting 29, Session 8 (2019-11-27)	2019-11-27	Lower house	Meeting of the 29th Tweede Kamer	Session 8	Meeting 29	Sitting 2019-11-27	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	DilanYeşilgöz-Zegerius	Yeşilgöz-Zegerius, Dilan	F	1977	
ParlaMint-NL-en_2019-11-27-tweedekamer-8	ParlaMint-NL_2019-11-27-tweedekamer-8.u10	Report of the meeting of the Dutch Lower House, Meeting 29, Session 8 (2019-11-27)	2019-11-27	Lower house	Meeting of the 29th Tweede Kamer	Session 8	Meeting 29	Sitting 2019-11-27	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-11-27-tweedekamer-8	ParlaMint-NL_2019-11-27-tweedekamer-8.u11	Report of the meeting of the Dutch Lower House, Meeting 29, Session 8 (2019-11-27)	2019-11-27	Lower house	Meeting of the 29th Tweede Kamer	Session 8	Meeting 29	Sitting 2019-11-27	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	DilanYeşilgöz-Zegerius	Yeşilgöz-Zegerius, Dilan	F	1977	
