Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2021-04-20-tweedekamer-35	ParlaMint-NL_2021-04-20-tweedekamer-35.u1	Report of the meeting of the Dutch Lower House, Meeting 70, Session 35 (2021-04-20)	2021-04-20	Lower house	Meeting of the 29th Tweede Kamer	Session 35	Meeting 70	Sitting 2021-04-20	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-04-20-tweedekamer-35	ParlaMint-NL_2021-04-20-tweedekamer-35.u2	Report of the meeting of the Dutch Lower House, Meeting 70, Session 35 (2021-04-20)	2021-04-20	Lower house	Meeting of the 29th Tweede Kamer	Session 35	Meeting 70	Sitting 2021-04-20	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-04-20-tweedekamer-35	ParlaMint-NL_2021-04-20-tweedekamer-35.u3	Report of the meeting of the Dutch Lower House, Meeting 70, Session 35 (2021-04-20)	2021-04-20	Lower house	Meeting of the 29th Tweede Kamer	Session 35	Meeting 70	Sitting 2021-04-20	-	COVID	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	-	Right	ChrisStoffer	Stoffer, Chris	M	1974	
ParlaMint-NL-en_2021-04-20-tweedekamer-35	ParlaMint-NL_2021-04-20-tweedekamer-35.u4	Report of the meeting of the Dutch Lower House, Meeting 70, Session 35 (2021-04-20)	2021-04-20	Lower house	Meeting of the 29th Tweede Kamer	Session 35	Meeting 70	Sitting 2021-04-20	-	COVID	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	-	Right	ChrisStoffer	Stoffer, Chris	M	1974	
ParlaMint-NL-en_2021-04-20-tweedekamer-35	ParlaMint-NL_2021-04-20-tweedekamer-35.u5	Report of the meeting of the Dutch Lower House, Meeting 70, Session 35 (2021-04-20)	2021-04-20	Lower house	Meeting of the 29th Tweede Kamer	Session 35	Meeting 70	Sitting 2021-04-20	-	COVID	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	-	Right	ChrisStoffer	Stoffer, Chris	M	1974	
ParlaMint-NL-en_2021-04-20-tweedekamer-35	ParlaMint-NL_2021-04-20-tweedekamer-35.u6	Report of the meeting of the Dutch Lower House, Meeting 70, Session 35 (2021-04-20)	2021-04-20	Lower house	Meeting of the 29th Tweede Kamer	Session 35	Meeting 70	Sitting 2021-04-20	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-04-20-tweedekamer-35	ParlaMint-NL_2021-04-20-tweedekamer-35.u7	Report of the meeting of the Dutch Lower House, Meeting 70, Session 35 (2021-04-20)	2021-04-20	Lower house	Meeting of the 29th Tweede Kamer	Session 35	Meeting 70	Sitting 2021-04-20	-	COVID	English	Regular	notMP	notMinister	SP	Socialistische Partij	-	Left	SandraBeckerman	Beckerman, Sandra	F	1983	
ParlaMint-NL-en_2021-04-20-tweedekamer-35	ParlaMint-NL_2021-04-20-tweedekamer-35.u8	Report of the meeting of the Dutch Lower House, Meeting 70, Session 35 (2021-04-20)	2021-04-20	Lower house	Meeting of the 29th Tweede Kamer	Session 35	Meeting 70	Sitting 2021-04-20	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-04-20-tweedekamer-35	ParlaMint-NL_2021-04-20-tweedekamer-35.u9	Report of the meeting of the Dutch Lower House, Meeting 70, Session 35 (2021-04-20)	2021-04-20	Lower house	Meeting of the 29th Tweede Kamer	Session 35	Meeting 70	Sitting 2021-04-20	-	COVID	English	Guest	notMP	notMinister	D66	Democraten 66	-	Centre	StientjevanVeldhoven	van Veldhoven, Stientje	F	1973	
ParlaMint-NL-en_2021-04-20-tweedekamer-35	ParlaMint-NL_2021-04-20-tweedekamer-35.u10	Report of the meeting of the Dutch Lower House, Meeting 70, Session 35 (2021-04-20)	2021-04-20	Lower house	Meeting of the 29th Tweede Kamer	Session 35	Meeting 70	Sitting 2021-04-20	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
