Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BG-en_2020-01-15	ParlaMint-BG_2020-01-15.u1	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 9, Meeting 330 (2020-01-15)	2020-01-15	Unicameralism	Четиридесет и четвърто народно събрание	9 парламентарна сесия	330 пленарно заседание	2020-01-15	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2020-01-15	ParlaMint-BG_2020-01-15.u2	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 9, Meeting 330 (2020-01-15)	2020-01-15	Unicameralism	Четиридесет и четвърто народно събрание	9 парламентарна сесия	330 пленарно заседание	2020-01-15	-	Reference	English	Regular	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	DaritkovaDaniela	Daritkova-prodanova, Daniela Anastasova	F	1966	
ParlaMint-BG-en_2020-01-15	ParlaMint-BG_2020-01-15.u3	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 9, Meeting 330 (2020-01-15)	2020-01-15	Unicameralism	Четиридесет и четвърто народно събрание	9 парламентарна сесия	330 пленарно заседание	2020-01-15	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2020-01-15	ParlaMint-BG_2020-01-15.u4	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 9, Meeting 330 (2020-01-15)	2020-01-15	Unicameralism	Четиридесет и четвърто народно събрание	9 парламентарна сесия	330 пленарно заседание	2020-01-15	-	Reference	English	Regular	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	DaritkovaDaniela	Daritkova-prodanova, Daniela Anastasova	F	1966	
ParlaMint-BG-en_2020-01-15	ParlaMint-BG_2020-01-15.u5	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 9, Meeting 330 (2020-01-15)	2020-01-15	Unicameralism	Четиридесет и четвърто народно събрание	9 парламентарна сесия	330 пленарно заседание	2020-01-15	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2020-01-15	ParlaMint-BG_2020-01-15.u6	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 9, Meeting 330 (2020-01-15)	2020-01-15	Unicameralism	Четиридесет и четвърто народно събрание	9 парламентарна сесия	330 пленарно заседание	2020-01-15	-	Reference	English	Regular	MP	notMinister	BSPFB	Parliamentary Group: BSP for Bulgaria	Opposition	Centre-left	NinovaKorneliya	Ninova, Korneliya Petrova	F	1969	
ParlaMint-BG-en_2020-01-15	ParlaMint-BG_2020-01-15.u7	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 9, Meeting 330 (2020-01-15)	2020-01-15	Unicameralism	Четиридесет и четвърто народно събрание	9 парламентарна сесия	330 пленарно заседание	2020-01-15	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2020-01-15	ParlaMint-BG_2020-01-15.u8	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 9, Meeting 330 (2020-01-15)	2020-01-15	Unicameralism	Четиридесет и четвърто народно събрание	9 парламентарна сесия	330 пленарно заседание	2020-01-15	-	Reference	English	Regular	MP	notMinister	MRF	Parliamentary Group: Movement for Rights and Freedoms	Opposition	Centre	KaradayiMustafa	Karadaya, Mustafa Sali	M	1970	
ParlaMint-BG-en_2020-01-15	ParlaMint-BG_2020-01-15.u9	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 9, Meeting 330 (2020-01-15)	2020-01-15	Unicameralism	Четиридесет и четвърто народно събрание	9 парламентарна сесия	330 пленарно заседание	2020-01-15	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2020-01-15	ParlaMint-BG_2020-01-15.u10	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 9, Meeting 330 (2020-01-15)	2020-01-15	Unicameralism	Четиридесет и четвърто народно събрание	9 парламентарна сесия	330 пленарно заседание	2020-01-15	-	Reference	English	Regular	MP	notMinister	UP	Parliamentary Group: United Patriots	Coalition	Right to far-right	VeselinovIskren	Veselinov, Iskren Vasilev	M	1972	
