Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-CT-en_2022-07-06-3501	ParlaMint-ES-CT_2022-07-06-3501.1.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2022-07-06 3501.ana	2022-07-06	Unicameralism	XIV Legislatura	-	35	1	-	COVID,War	English	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Centre-right to right	BorràsLaura	Borràs i Castanyer, Laura	F	1970	
ParlaMint-ES-CT-en_2022-07-06-3501	ParlaMint-ES-CT_2022-07-06-3501.2.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2022-07-06 3501.ana	2022-07-06	Unicameralism	XIV Legislatura	-	35	1	-	COVID,War	English	Regular	MP	notMinister	GP-VOX	Grup Parlamentari de VOX en Cataluña	Opposition	Right to far-right	GarrigaDJoan	Garriga Doménech, Joan	M	1973	
ParlaMint-ES-CT-en_2022-07-06-3501	ParlaMint-ES-CT_2022-07-06-3501.3.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2022-07-06 3501.ana	2022-07-06	Unicameralism	XIV Legislatura	-	35	1	-	COVID,War	English	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Centre-right to right	BorràsLaura	Borràs i Castanyer, Laura	F	1970	
ParlaMint-ES-CT-en_2022-07-06-3501	ParlaMint-ES-CT_2022-07-06-3501.4.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2022-07-06 3501.ana	2022-07-06	Unicameralism	XIV Legislatura	-	35	1	-	COVID,War	English	Regular	MP	notMinister	GP-Cs	Grup Parlamentari de Ciutadans	Opposition	Centre-right	MartínIgnacio	Martín Blanco, Ignacio	M	1982	
ParlaMint-ES-CT-en_2022-07-06-3501	ParlaMint-ES-CT_2022-07-06-3501.5.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2022-07-06 3501.ana	2022-07-06	Unicameralism	XIV Legislatura	-	35	1	-	COVID,War	English	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Centre-right to right	BorràsLaura	Borràs i Castanyer, Laura	F	1970	
ParlaMint-ES-CT-en_2022-07-06-3501	ParlaMint-ES-CT_2022-07-06-3501.6.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2022-07-06 3501.ana	2022-07-06	Unicameralism	XIV Legislatura	-	35	1	-	COVID,War	English	Regular	MP	notMinister	GP-VOX	Grup Parlamentari de VOX en Cataluña	Opposition	Right to far-right	GarrigaDJoan	Garriga Doménech, Joan	M	1973	
ParlaMint-ES-CT-en_2022-07-06-3501	ParlaMint-ES-CT_2022-07-06-3501.7.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2022-07-06 3501.ana	2022-07-06	Unicameralism	XIV Legislatura	-	35	1	-	COVID,War	English	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Centre-right to right	BorràsLaura	Borràs i Castanyer, Laura	F	1970	
ParlaMint-ES-CT-en_2022-07-06-3501	ParlaMint-ES-CT_2022-07-06-3501.8.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2022-07-06 3501.ana	2022-07-06	Unicameralism	XIV Legislatura	-	35	1	-	COVID,War	English	Regular	MP	notMinister	GP-VOX	Grup Parlamentari de VOX en Cataluña	Opposition	Right to far-right	GarrigaDJoan	Garriga Doménech, Joan	M	1973	
ParlaMint-ES-CT-en_2022-07-06-3501	ParlaMint-ES-CT_2022-07-06-3501.9.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2022-07-06 3501.ana	2022-07-06	Unicameralism	XIV Legislatura	-	35	1	-	COVID,War	English	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Centre-right to right	BorràsLaura	Borràs i Castanyer, Laura	F	1970	
ParlaMint-ES-CT-en_2022-07-06-3501	ParlaMint-ES-CT_2022-07-06-3501.10.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2022-07-06 3501.ana	2022-07-06	Unicameralism	XIV Legislatura	-	35	1	-	COVID,War	English	Regular	MP	notMinister	GP-PSC-UNITS	Grup Parlamentari Socialistes i Units per Avançar	Opposition	Centre	MorenoRaúl	Moreno Montaña, Raúl	M	1978	
