Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT-en_2020-02-06-LEG18-Senato-sed-188	ParlaMint-IT_2020-02-06-LEG18-Senato-sed-188.ana.u1	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 188, Day (2020-02-06)	2020-02-06	Upper house	18 Legislatura	-	-	188 Seduta	-	COVID	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	
ParlaMint-IT-en_2020-02-06-LEG18-Senato-sed-188	ParlaMint-IT_2020-02-06-LEG18-Senato-sed-188.ana.u2	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 188, Day (2020-02-06)	2020-02-06	Upper house	18 Legislatura	-	-	188 Seduta	-	COVID	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	
ParlaMint-IT-en_2020-02-06-LEG18-Senato-sed-188	ParlaMint-IT_2020-02-06-LEG18-Senato-sed-188.ana.u3	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 188, Day (2020-02-06)	2020-02-06	Upper house	18 Legislatura	-	-	188 Seduta	-	COVID	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	
ParlaMint-IT-en_2020-02-06-LEG18-Senato-sed-188	ParlaMint-IT_2020-02-06-LEG18-Senato-sed-188.ana.u4	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 188, Day (2020-02-06)	2020-02-06	Upper house	18 Legislatura	-	-	188 Seduta	-	COVID	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	
ParlaMint-IT-en_2020-02-06-LEG18-Senato-sed-188	ParlaMint-IT_2020-02-06-LEG18-Senato-sed-188.ana.u5	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 188, Day (2020-02-06)	2020-02-06	Upper house	18 Legislatura	-	-	188 Seduta	-	COVID	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	
ParlaMint-IT-en_2020-02-06-LEG18-Senato-sed-188	ParlaMint-IT_2020-02-06-LEG18-Senato-sed-188.ana.u6	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 188, Day (2020-02-06)	2020-02-06	Upper house	18 Legislatura	-	-	188 Seduta	-	COVID	English	Regular	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	AirolaAlberto	Airola, Alberto	M	1970	
ParlaMint-IT-en_2020-02-06-LEG18-Senato-sed-188	ParlaMint-IT_2020-02-06-LEG18-Senato-sed-188.ana.u7	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 188, Day (2020-02-06)	2020-02-06	Upper house	18 Legislatura	-	-	188 Seduta	-	COVID	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	
ParlaMint-IT-en_2020-02-06-LEG18-Senato-sed-188	ParlaMint-IT_2020-02-06-LEG18-Senato-sed-188.ana.u8	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 188, Day (2020-02-06)	2020-02-06	Upper house	18 Legislatura	-	-	188 Seduta	-	COVID	English	Regular	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	AirolaAlberto	Airola, Alberto	M	1970	
ParlaMint-IT-en_2020-02-06-LEG18-Senato-sed-188	ParlaMint-IT_2020-02-06-LEG18-Senato-sed-188.ana.u9	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 188, Day (2020-02-06)	2020-02-06	Upper house	18 Legislatura	-	-	188 Seduta	-	COVID	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	
ParlaMint-IT-en_2020-02-06-LEG18-Senato-sed-188	ParlaMint-IT_2020-02-06-LEG18-Senato-sed-188.ana.u10	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 188, Day (2020-02-06)	2020-02-06	Upper house	18 Legislatura	-	-	188 Seduta	-	COVID	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	
