Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2018-06-01-ps2017-013-08-004-061	ParlaMint-CZ_2018-06-01-ps2017-013-08-004-061.u1	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-01	2018-06-01	Lower house	ps2017	-	ps2017/013	ps2017/013/08	ps2017/013/061	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2018-06-01-ps2017-013-08-004-061	ParlaMint-CZ_2018-06-01-ps2017-013-08-004-061.u2	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-01	2018-06-01	Lower house	ps2017	-	ps2017/013	ps2017/013/08	ps2017/013/061	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	PetrDolinek.1981	Dolínek, Petr	M	1981	
ParlaMint-CZ-en_2018-06-01-ps2017-013-08-004-061	ParlaMint-CZ_2018-06-01-ps2017-013-08-004-061.u3	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-01	2018-06-01	Lower house	ps2017	-	ps2017/013	ps2017/013/08	ps2017/013/061	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2018-06-01-ps2017-013-08-004-061	ParlaMint-CZ_2018-06-01-ps2017-013-08-004-061.u4	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-01	2018-06-01	Lower house	ps2017	-	ps2017/013	ps2017/013/08	ps2017/013/061	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2018-06-01-ps2017-013-08-004-061	ParlaMint-CZ_2018-06-01-ps2017-013-08-004-061.u5	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-01	2018-06-01	Lower house	ps2017	-	ps2017/013	ps2017/013/08	ps2017/013/061	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2018-06-01-ps2017-013-08-004-061	ParlaMint-CZ_2018-06-01-ps2017-013-08-004-061.u6	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-01	2018-06-01	Lower house	ps2017	-	ps2017/013	ps2017/013/08	ps2017/013/061	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	OndrejBenesik.1976	Benešík, Ondřej	M	1976	
ParlaMint-CZ-en_2018-06-01-ps2017-013-08-004-061	ParlaMint-CZ_2018-06-01-ps2017-013-08-004-061.u7	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-01	2018-06-01	Lower house	ps2017	-	ps2017/013	ps2017/013/08	ps2017/013/061	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2018-06-01-ps2017-013-08-004-061	ParlaMint-CZ_2018-06-01-ps2017-013-08-004-061.u8	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-01	2018-06-01	Lower house	ps2017	-	ps2017/013	ps2017/013/08	ps2017/013/061	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2018-06-01-ps2017-013-08-004-061	ParlaMint-CZ_2018-06-01-ps2017-013-08-004-061.u9	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-01	2018-06-01	Lower house	ps2017	-	ps2017/013	ps2017/013/08	ps2017/013/061	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2018-06-01-ps2017-013-08-004-061	ParlaMint-CZ_2018-06-01-ps2017-013-08-004-061.u10	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-01	2018-06-01	Lower house	ps2017	-	ps2017/013	ps2017/013/08	ps2017/013/061	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	JiriDolejs.1961	Dolejš, Jiří	M	1961	
ParlaMint-CZ-en_2018-06-01-ps2017-013-08-004-061	ParlaMint-CZ_2018-06-01-ps2017-013-08-004-061.u11	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-01	2018-06-01	Lower house	ps2017	-	ps2017/013	ps2017/013/08	ps2017/013/061	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2018-06-01-ps2017-013-08-004-061	ParlaMint-CZ_2018-06-01-ps2017-013-08-004-061.u12	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-01	2018-06-01	Lower house	ps2017	-	ps2017/013	ps2017/013/08	ps2017/013/061	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	OndrejBenesik.1976	Benešík, Ondřej	M	1976	
ParlaMint-CZ-en_2018-06-01-ps2017-013-08-004-061	ParlaMint-CZ_2018-06-01-ps2017-013-08-004-061.u13	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-01	2018-06-01	Lower house	ps2017	-	ps2017/013	ps2017/013/08	ps2017/013/061	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
