Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2018-03-07-ps2017-007-06-004-017	ParlaMint-CZ_2018-03-07-ps2017-007-06-004-017.u1	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-07	2018-03-07	Lower house	ps2017	-	ps2017/007	ps2017/007/06	ps2017/007/017	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-03-07-ps2017-007-06-004-017	ParlaMint-CZ_2018-03-07-ps2017-007-06-004-017.u2	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-07	2018-03-07	Lower house	ps2017	-	ps2017/007	ps2017/007/06	ps2017/007/017	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	LukasKolarik.1984	Kolářík, Lukáš	M	1984	
ParlaMint-CZ-en_2018-03-07-ps2017-007-06-004-017	ParlaMint-CZ_2018-03-07-ps2017-007-06-004-017.u3	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-07	2018-03-07	Lower house	ps2017	-	ps2017/007	ps2017/007/06	ps2017/007/017	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-03-07-ps2017-007-06-004-017	ParlaMint-CZ_2018-03-07-ps2017-007-06-004-017.u4	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-07	2018-03-07	Lower house	ps2017	-	ps2017/007	ps2017/007/06	ps2017/007/017	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2018-03-07-ps2017-007-06-004-017	ParlaMint-CZ_2018-03-07-ps2017-007-06-004-017.u5	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-07	2018-03-07	Lower house	ps2017	-	ps2017/007	ps2017/007/06	ps2017/007/017	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-03-07-ps2017-007-06-004-017	ParlaMint-CZ_2018-03-07-ps2017-007-06-004-017.u6	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-07	2018-03-07	Lower house	ps2017	-	ps2017/007	ps2017/007/06	ps2017/007/017	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MiloslavJanulik.1962	Janulík, Miloslav	M	1962	
ParlaMint-CZ-en_2018-03-07-ps2017-007-06-004-017	ParlaMint-CZ_2018-03-07-ps2017-007-06-004-017.u7	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-07	2018-03-07	Lower house	ps2017	-	ps2017/007	ps2017/007/06	ps2017/007/017	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-03-07-ps2017-007-06-004-017	ParlaMint-CZ_2018-03-07-ps2017-007-06-004-017.u8	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-07	2018-03-07	Lower house	ps2017	-	ps2017/007	ps2017/007/06	ps2017/007/017	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-03-07-ps2017-007-06-004-017	ParlaMint-CZ_2018-03-07-ps2017-007-06-004-017.u9	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-07	2018-03-07	Lower house	ps2017	-	ps2017/007	ps2017/007/06	ps2017/007/017	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-03-07-ps2017-007-06-004-017	ParlaMint-CZ_2018-03-07-ps2017-007-06-004-017.u10	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-07	2018-03-07	Lower house	ps2017	-	ps2017/007	ps2017/007/06	ps2017/007/017	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MilanFeranec.1964	Feranec, Milan	M	1964	
