Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u11	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	SantiagoAbascalConde	Abascal Conde, Santiago	M	1976	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u12	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u13	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	ECP-GeC	En Comú Podem - Guayem el Canvi	Coalition	Left	JaumeAsensLlodrà	Asens Llodrà, Jaume	M	1972	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u14	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u15	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	ERC-S	Esquerra Republicana de Catalunya - Sobiranistes	Opposition	Centre-left to left	GabrielRufiánRomero	Rufián Romero, Gabriel	M	1982	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u16	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u17	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	LauraBorràsCastanyer	Borràs Castanyer, Laura	F	1970	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u18	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u19	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	Más País-Equo	Más País - Equo	Opposition	Centre-left to left	ÍñigoErrejónGalván	Errejón Galván, Íñigo	M	1983	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u20	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u21	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	Més Compromís	Més Compromís	Opposition	Left	JoanBaldovíRoda	Baldoví Roda, Joan	M	1958	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u22	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u23	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	BNG	Bloque Nacionalista Galego	Opposition	Left	NéstorRegoCandamil	Rego Candamil, Néstor	M	1962	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u24	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u25	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	InésArrimadasGarcía	Arrimadas García, Inés	F	1981	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u26	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u27	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	AitorEstebanBravo	Esteban Bravo, Aitor	M	1962	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u28	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u29	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	EH Bildu	Euskal Herria Bildu	Opposition	Centre-left to left	MertxeAizpuruaArzallus	Aizpurua Arzallus, Mertxe	F	1960	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u30	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u31	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	CUP-PR	Candidatura d'Unitat Popular	Opposition	Left to far-left	MireiaVehíCantenys	Vehí Cantenys, Mireia	F	1985	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u32	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u33	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	CCa-PNC-NC	Coalición Canaria - Partido Nacionalista Canario - Nueva Canarias	Opposition	Centre to centre-right	AnaMaríaOramasGonzálezMoro	Oramas González-Moro, Ana María	F	1955	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u34	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u35	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	NC-CCa-PNC	Nueva Canarias - Coalición Canaria - Partido Nacionalista Canario	Opposition	Centre to centre-right	PedroQuevedoIturbe	Quevedo Iturbe, Pedro	M	1956	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u36	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u37	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	-	-	-	-	CarlosGarcíaAdanero	García Adanero, Carlos	M	1967	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u38	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u39	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u40	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	PRC	Partido Regionalista de Cantabria	Opposition	Centre to centre-left	JoséMaríaMazónRamos	Mazón Ramos, José María	M	1951	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u41	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u42	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	PP-Foro	Partido Popular - Foro Asturias	Opposition	Centre-right to right	IsidroManuelMartínezOblanca	Martínez Oblanca, Isidro Manuel	M	1956	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u43	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u44	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	TE	¡Teruel Existe!	Opposition	Big tent	TomásGuitarteGimeno	Guitarte Gimeno, Tomás	M	1961	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u45	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u46	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	TE	¡Teruel Existe!	Opposition	Big tent	TomásGuitarteGimeno	Guitarte Gimeno, Tomás	M	1961	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u47	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u48	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AdrianaLastraFernández	Lastra Fernández, Adriana	F	1979	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u49	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u50	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AdrianaLastraFernández	Lastra Fernández, Adriana	F	1979	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u51	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u52	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	PedroSánchezPérezCastejón	Sánchez Pérez-Castejón, Pedro	M	1972	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u53	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u54	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	PedroSánchezPérezCastejón	Sánchez Pérez-Castejón, Pedro	M	1972	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u55	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u56	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	PabloCasadoBlanco	Casado Blanco, Pablo	M	1981	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u57	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u58	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	PabloCasadoBlanco	Casado Blanco, Pablo	M	1981	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u59	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u60	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	PabloCasadoBlanco	Casado Blanco, Pablo	M	1981	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u61	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u62	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	PabloCasadoBlanco	Casado Blanco, Pablo	M	1981	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u63	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u64	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	PabloCasadoBlanco	Casado Blanco, Pablo	M	1981	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u65	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u66	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	SantiagoAbascalConde	Abascal Conde, Santiago	M	1976	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u67	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	AnaMaríaPastorJulián	Pastor Julián, Ana María	F	1957	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u68	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	ECP-GeC	En Comú Podem - Guayem el Canvi	Coalition	Left	JaumeAsensLlodrà	Asens Llodrà, Jaume	M	1972	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u69	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u70	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	ECP-GeC	En Comú Podem - Guayem el Canvi	Coalition	Left	JaumeAsensLlodrà	Asens Llodrà, Jaume	M	1972	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u71	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u72	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	ECP-GeC	En Comú Podem - Guayem el Canvi	Coalition	Left	JaumeAsensLlodrà	Asens Llodrà, Jaume	M	1972	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u73	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u74	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	ERC-S	Esquerra Republicana de Catalunya - Sobiranistes	Opposition	Centre-left to left	GabrielRufiánRomero	Rufián Romero, Gabriel	M	1982	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u75	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u76	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	LauraBorràsCastanyer	Borràs Castanyer, Laura	F	1970	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u77	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u78	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	InésArrimadasGarcía	Arrimadas García, Inés	F	1981	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u79	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u80	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	AitorEstebanBravo	Esteban Bravo, Aitor	M	1962	
ParlaMint-ES-en_2020-05-06-CD200506	ParlaMint-ES_2020-05-06-CD200506.u81	Plenary session 20 (2020-05-06)	2020-05-06	Lower house	Legislatura XIV	Sesión plenaria núm. 20	-	2020-05-06	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
