Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-EE-en_2014-09-18	ParlaMint-EE_2014-09-18_U1	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Thursday, 18.09.2014, 10:00	2014-09-18	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-18	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	l_randjärv_19640730	Randjärv, Laine	F	1964	
ParlaMint-EE-en_2014-09-18	ParlaMint-EE_2014-09-18_U2	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Thursday, 18.09.2014, 10:00	2014-09-18	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-18	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	m_reps_19750113	Reps, Mailis	F	1975	
ParlaMint-EE-en_2014-09-18	ParlaMint-EE_2014-09-18_U3	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Thursday, 18.09.2014, 10:00	2014-09-18	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-18	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	l_randjärv_19640730	Randjärv, Laine	F	1964	
ParlaMint-EE-en_2014-09-18	ParlaMint-EE_2014-09-18_U4	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Thursday, 18.09.2014, 10:00	2014-09-18	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-18	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	l_randjärv_19640730	Randjärv, Laine	F	1964	
ParlaMint-EE-en_2014-09-18	ParlaMint-EE_2014-09-18_U5	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Thursday, 18.09.2014, 10:00	2014-09-18	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-18	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	l_luik_19820423	Luik, Lauri	M	1982	
ParlaMint-EE-en_2014-09-18	ParlaMint-EE_2014-09-18_U6	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Thursday, 18.09.2014, 10:00	2014-09-18	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-18	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	l_randjärv_19640730	Randjärv, Laine	F	1964	
ParlaMint-EE-en_2014-09-18	ParlaMint-EE_2014-09-18_U7	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Thursday, 18.09.2014, 10:00	2014-09-18	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-18	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	a_aas_19800609	Aas, Arto	M	1980	
ParlaMint-EE-en_2014-09-18	ParlaMint-EE_2014-09-18_U8	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Thursday, 18.09.2014, 10:00	2014-09-18	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-18	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	l_luik_19820423	Luik, Lauri	M	1982	
ParlaMint-EE-en_2014-09-18	ParlaMint-EE_2014-09-18_U9	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Thursday, 18.09.2014, 10:00	2014-09-18	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-18	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	l_randjärv_19640730	Randjärv, Laine	F	1964	
ParlaMint-EE-en_2014-09-18	ParlaMint-EE_2014-09-18_U10	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Thursday, 18.09.2014, 10:00	2014-09-18	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-18	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	l_randjärv_19640730	Randjärv, Laine	F	1964	
