Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BG-en_2019-07-18	ParlaMint-BG_2019-07-18.u1	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 7, Meeting 286 (2019-07-18)	2019-07-18	Unicameralism	Четиридесет и четвърто народно събрание	7 парламентарна сесия	286 пленарно заседание	2019-07-18	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2019-07-18	ParlaMint-BG_2019-07-18.u2	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 7, Meeting 286 (2019-07-18)	2019-07-18	Unicameralism	Четиридесет и четвърто народно събрание	7 парламентарна сесия	286 пленарно заседание	2019-07-18	-	Reference	English	Regular	MP	notMinister	UP	Parliamentary Group: United Patriots	Coalition	Right to far-right	SimeonovValeri	Simeonov, Valeri Simeonov	M	1955	
ParlaMint-BG-en_2019-07-18	ParlaMint-BG_2019-07-18.u3	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 7, Meeting 286 (2019-07-18)	2019-07-18	Unicameralism	Четиридесет и четвърто народно събрание	7 парламентарна сесия	286 пленарно заседание	2019-07-18	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2019-07-18	ParlaMint-BG_2019-07-18.u4	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 7, Meeting 286 (2019-07-18)	2019-07-18	Unicameralism	Четиридесет и четвърто народно събрание	7 парламентарна сесия	286 пленарно заседание	2019-07-18	-	Reference	English	Regular	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	AleksandrovaAnna	Aleksandrova, Anna Vasileva	F	1972	
ParlaMint-BG-en_2019-07-18	ParlaMint-BG_2019-07-18.u5	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 7, Meeting 286 (2019-07-18)	2019-07-18	Unicameralism	Четиридесет и четвърто народно събрание	7 парламентарна сесия	286 пленарно заседание	2019-07-18	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2019-07-18	ParlaMint-BG_2019-07-18.u6	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 7, Meeting 286 (2019-07-18)	2019-07-18	Unicameralism	Четиридесет и четвърто народно събрание	7 парламентарна сесия	286 пленарно заседание	2019-07-18	-	Reference	English	Regular	MP	notMinister	UP	Parliamentary Group: United Patriots	Coalition	Right to far-right	MitevHristian	Mitev, Hristian Radev	M	1980	
ParlaMint-BG-en_2019-07-18	ParlaMint-BG_2019-07-18.u7	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 7, Meeting 286 (2019-07-18)	2019-07-18	Unicameralism	Четиридесет и четвърто народно събрание	7 парламентарна сесия	286 пленарно заседание	2019-07-18	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2019-07-18	ParlaMint-BG_2019-07-18.u8	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 7, Meeting 286 (2019-07-18)	2019-07-18	Unicameralism	Четиридесет и четвърто народно събрание	7 парламентарна сесия	286 пленарно заседание	2019-07-18	-	Reference	English	Regular	MP	notMinister	UP	Parliamentary Group: United Patriots	Coalition	Right to far-right	ShopovPavel	Shopov, Pavel Dimitrov	M	1955	
ParlaMint-BG-en_2019-07-18	ParlaMint-BG_2019-07-18.u9	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 7, Meeting 286 (2019-07-18)	2019-07-18	Unicameralism	Четиридесет и четвърто народно събрание	7 парламентарна сесия	286 пленарно заседание	2019-07-18	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2019-07-18	ParlaMint-BG_2019-07-18.u10	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 7, Meeting 286 (2019-07-18)	2019-07-18	Unicameralism	Четиридесет и четвърто народно събрание	7 парламентарна сесия	286 пленарно заседание	2019-07-18	-	Reference	English	Regular	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	AleksandrovaAnna	Aleksandrova, Anna Vasileva	F	1972	
