Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2015-09-15-ps2013-031-01-004-062	ParlaMint-CZ_2015-09-15-ps2013-031-01-004-062.u1	Parliament of the Czech Republic, Chamber of Deputies, 2015-09-15	2015-09-15	Lower house	ps2013	-	ps2013/031	ps2013/031/01	ps2013/031/062	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-09-15-ps2013-031-01-004-062	ParlaMint-CZ_2015-09-15-ps2013-031-01-004-062.u2	Parliament of the Czech Republic, Chamber of Deputies, 2015-09-15	2015-09-15	Lower house	ps2013	-	ps2013/031	ps2013/031/01	ps2013/031/062	Reference	English	Regular	notMP	Minister	-	-	-	-	MichaelaMarksova.1969	Marksová, Michaela	F	1969	
ParlaMint-CZ-en_2015-09-15-ps2013-031-01-004-062	ParlaMint-CZ_2015-09-15-ps2013-031-01-004-062.u3	Parliament of the Czech Republic, Chamber of Deputies, 2015-09-15	2015-09-15	Lower house	ps2013	-	ps2013/031	ps2013/031/01	ps2013/031/062	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-09-15-ps2013-031-01-004-062	ParlaMint-CZ_2015-09-15-ps2013-031-01-004-062.u4	Parliament of the Czech Republic, Chamber of Deputies, 2015-09-15	2015-09-15	Lower house	ps2013	-	ps2013/031	ps2013/031/01	ps2013/031/062	Reference	English	Regular	notMP	Minister	-	-	-	-	MichaelaMarksova.1969	Marksová, Michaela	F	1969	
ParlaMint-CZ-en_2015-09-15-ps2013-031-01-004-062	ParlaMint-CZ_2015-09-15-ps2013-031-01-004-062.u5	Parliament of the Czech Republic, Chamber of Deputies, 2015-09-15	2015-09-15	Lower house	ps2013	-	ps2013/031	ps2013/031/01	ps2013/031/062	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-09-15-ps2013-031-01-004-062	ParlaMint-CZ_2015-09-15-ps2013-031-01-004-062.u6	Parliament of the Czech Republic, Chamber of Deputies, 2015-09-15	2015-09-15	Lower house	ps2013	-	ps2013/031	ps2013/031/01	ps2013/031/062	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	MiroslavOpalka.1952	Opálka, Miroslav	M	1952	
ParlaMint-CZ-en_2015-09-15-ps2013-031-01-004-062	ParlaMint-CZ_2015-09-15-ps2013-031-01-004-062.u7	Parliament of the Czech Republic, Chamber of Deputies, 2015-09-15	2015-09-15	Lower house	ps2013	-	ps2013/031	ps2013/031/01	ps2013/031/062	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-09-15-ps2013-031-01-004-062	ParlaMint-CZ_2015-09-15-ps2013-031-01-004-062.u8	Parliament of the Czech Republic, Chamber of Deputies, 2015-09-15	2015-09-15	Lower house	ps2013	-	ps2013/031	ps2013/031/01	ps2013/031/062	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2015-09-15-ps2013-031-01-004-062	ParlaMint-CZ_2015-09-15-ps2013-031-01-004-062.u9	Parliament of the Czech Republic, Chamber of Deputies, 2015-09-15	2015-09-15	Lower house	ps2013	-	ps2013/031	ps2013/031/01	ps2013/031/062	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-09-15-ps2013-031-01-004-062	ParlaMint-CZ_2015-09-15-ps2013-031-01-004-062.u10	Parliament of the Czech Republic, Chamber of Deputies, 2015-09-15	2015-09-15	Lower house	ps2013	-	ps2013/031	ps2013/031/01	ps2013/031/062	Reference	English	Regular	MP	notMinister	Úsvit	Political group of Usvit - Narodni Koalice	Opposition	Far-right	JanaHnykova.1963	Hnyková, Jana	F	1963	
ParlaMint-CZ-en_2015-09-15-ps2013-031-01-004-062	ParlaMint-CZ_2015-09-15-ps2013-031-01-004-062.u11	Parliament of the Czech Republic, Chamber of Deputies, 2015-09-15	2015-09-15	Lower house	ps2013	-	ps2013/031	ps2013/031/01	ps2013/031/062	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2015-09-15-ps2013-031-01-004-062	ParlaMint-CZ_2015-09-15-ps2013-031-01-004-062.u12	Parliament of the Czech Republic, Chamber of Deputies, 2015-09-15	2015-09-15	Lower house	ps2013	-	ps2013/031	ps2013/031/01	ps2013/031/062	Reference	English	Regular	MP	notMinister	Úsvit	Political group of Usvit - Narodni Koalice	Opposition	Far-right	JanaHnykova.1963	Hnyková, Jana	F	1963	
