Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2017-01-11-54-commissie-ic558x	ParlaMint-BE_2017-01-11-54-commissie-ic558x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 11-01-2017	2017-01-11	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2017-01-11-54-commissie-ic558x	ParlaMint-BE_2017-01-11-54-commissie-ic558x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 11-01-2017	2017-01-11	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	BorsusWilly	Borsus, Willy	M	1962	
ParlaMint-BE-en_2017-01-11-54-commissie-ic558x	ParlaMint-BE_2017-01-11-54-commissie-ic558x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 11-01-2017	2017-01-11	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2017-01-11-54-commissie-ic558x	ParlaMint-BE_2017-01-11-54-commissie-ic558x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 11-01-2017	2017-01-11	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GerkensMuriel	Gerkens, Muriel	F	1957	
ParlaMint-BE-en_2017-01-11-54-commissie-ic558x	ParlaMint-BE_2017-01-11-54-commissie-ic558x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 11-01-2017	2017-01-11	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2017-01-11-54-commissie-ic558x	ParlaMint-BE_2017-01-11-54-commissie-ic558x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 11-01-2017	2017-01-11	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	BorsusWilly	Borsus, Willy	M	1962	
ParlaMint-BE-en_2017-01-11-54-commissie-ic558x	ParlaMint-BE_2017-01-11-54-commissie-ic558x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 11-01-2017	2017-01-11	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GerkensMuriel	Gerkens, Muriel	F	1957	
ParlaMint-BE-en_2017-01-11-54-commissie-ic558x	ParlaMint-BE_2017-01-11-54-commissie-ic558x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 11-01-2017	2017-01-11	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GerkensMuriel	Gerkens, Muriel	F	1957	
ParlaMint-BE-en_2017-01-11-54-commissie-ic558x	ParlaMint-BE_2017-01-11-54-commissie-ic558x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 11-01-2017	2017-01-11	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	BorsusWilly	Borsus, Willy	M	1962	
ParlaMint-BE-en_2017-01-11-54-commissie-ic558x	ParlaMint-BE_2017-01-11-54-commissie-ic558x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 11-01-2017	2017-01-11	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GerkensMuriel	Gerkens, Muriel	F	1957	
