Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2014-05-15-ps2013-008-07-007-026	ParlaMint-CZ_2014-05-15-ps2013-008-07-007-026.u1	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-15	2014-05-15	Lower house	ps2013	-	ps2013/008	ps2013/008/07	ps2013/008/026	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2014-05-15-ps2013-008-07-007-026	ParlaMint-CZ_2014-05-15-ps2013-008-07-007-026.u2	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-15	2014-05-15	Lower house	ps2013	-	ps2013/008	ps2013/008/07	ps2013/008/026	Reference	English	Regular	MP	notMinister	Úsvit	Political group of Usvit - Narodni Koalice	Opposition	Far-right	MarekCernoch.1969	Černoch, Marek	M	1969	
ParlaMint-CZ-en_2014-05-15-ps2013-008-07-007-026	ParlaMint-CZ_2014-05-15-ps2013-008-07-007-026.u3	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-15	2014-05-15	Lower house	ps2013	-	ps2013/008	ps2013/008/07	ps2013/008/026	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2014-05-15-ps2013-008-07-007-026	ParlaMint-CZ_2014-05-15-ps2013-008-07-007-026.u4	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-15	2014-05-15	Lower house	ps2013	-	ps2013/008	ps2013/008/07	ps2013/008/026	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	JanFarsky.1979	Farský, Jan	M	1979	
ParlaMint-CZ-en_2014-05-15-ps2013-008-07-007-026	ParlaMint-CZ_2014-05-15-ps2013-008-07-007-026.u5	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-15	2014-05-15	Lower house	ps2013	-	ps2013/008	ps2013/008/07	ps2013/008/026	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2014-05-15-ps2013-008-07-007-026	ParlaMint-CZ_2014-05-15-ps2013-008-07-007-026.u6	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-15	2014-05-15	Lower house	ps2013	-	ps2013/008	ps2013/008/07	ps2013/008/026	Reference	English	Regular	MP	notMinister	Úsvit	Political group of Usvit - Narodni Koalice	Opposition	Far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2014-05-15-ps2013-008-07-007-026	ParlaMint-CZ_2014-05-15-ps2013-008-07-007-026.u7	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-15	2014-05-15	Lower house	ps2013	-	ps2013/008	ps2013/008/07	ps2013/008/026	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2014-05-15-ps2013-008-07-007-026	ParlaMint-CZ_2014-05-15-ps2013-008-07-007-026.u8	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-15	2014-05-15	Lower house	ps2013	-	ps2013/008	ps2013/008/07	ps2013/008/026	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2014-05-15-ps2013-008-07-007-026	ParlaMint-CZ_2014-05-15-ps2013-008-07-007-026.u9	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-15	2014-05-15	Lower house	ps2013	-	ps2013/008	ps2013/008/07	ps2013/008/026	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2014-05-15-ps2013-008-07-007-026	ParlaMint-CZ_2014-05-15-ps2013-008-07-007-026.u10	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-15	2014-05-15	Lower house	ps2013	-	ps2013/008	ps2013/008/07	ps2013/008/026	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanChvojka.1980	Chvojka, Jan	M	1980	
