Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2014-11-05-ps2013-019-09-002-014	ParlaMint-CZ_2014-11-05-ps2013-019-09-002-014.u1	Parliament of the Czech Republic, Chamber of Deputies, 2014-11-05	2014-11-05	Lower house	ps2013	-	ps2013/019	ps2013/019/09	ps2013/019/014	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2014-11-05-ps2013-019-09-002-014	ParlaMint-CZ_2014-11-05-ps2013-019-09-002-014.u2	Parliament of the Czech Republic, Chamber of Deputies, 2014-11-05	2014-11-05	Lower house	ps2013	-	ps2013/019	ps2013/019/09	ps2013/019/014	Reference	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RichardBrabec.1966	Brabec, Richard	M	1966	
ParlaMint-CZ-en_2014-11-05-ps2013-019-09-002-014	ParlaMint-CZ_2014-11-05-ps2013-019-09-002-014.u3	Parliament of the Czech Republic, Chamber of Deputies, 2014-11-05	2014-11-05	Lower house	ps2013	-	ps2013/019	ps2013/019/09	ps2013/019/014	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2014-11-05-ps2013-019-09-002-014	ParlaMint-CZ_2014-11-05-ps2013-019-09-002-014.u4	Parliament of the Czech Republic, Chamber of Deputies, 2014-11-05	2014-11-05	Lower house	ps2013	-	ps2013/019	ps2013/019/09	ps2013/019/014	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	MichalKucera.1968	Kučera, Michal	M	1968	
ParlaMint-CZ-en_2014-11-05-ps2013-019-09-002-014	ParlaMint-CZ_2014-11-05-ps2013-019-09-002-014.u5	Parliament of the Czech Republic, Chamber of Deputies, 2014-11-05	2014-11-05	Lower house	ps2013	-	ps2013/019	ps2013/019/09	ps2013/019/014	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2014-11-05-ps2013-019-09-002-014	ParlaMint-CZ_2014-11-05-ps2013-019-09-002-014.u6	Parliament of the Czech Republic, Chamber of Deputies, 2014-11-05	2014-11-05	Lower house	ps2013	-	ps2013/019	ps2013/019/09	ps2013/019/014	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	MiroslavKalousek.1960	Kalousek, Miroslav	M	1960	
ParlaMint-CZ-en_2014-11-05-ps2013-019-09-002-014	ParlaMint-CZ_2014-11-05-ps2013-019-09-002-014.u7	Parliament of the Czech Republic, Chamber of Deputies, 2014-11-05	2014-11-05	Lower house	ps2013	-	ps2013/019	ps2013/019/09	ps2013/019/014	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2014-11-05-ps2013-019-09-002-014	ParlaMint-CZ_2014-11-05-ps2013-019-09-002-014.u8	Parliament of the Czech Republic, Chamber of Deputies, 2014-11-05	2014-11-05	Lower house	ps2013	-	ps2013/019	ps2013/019/09	ps2013/019/014	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JosefHajek.1956	Hájek, Josef	M	1956	
ParlaMint-CZ-en_2014-11-05-ps2013-019-09-002-014	ParlaMint-CZ_2014-11-05-ps2013-019-09-002-014.u9	Parliament of the Czech Republic, Chamber of Deputies, 2014-11-05	2014-11-05	Lower house	ps2013	-	ps2013/019	ps2013/019/09	ps2013/019/014	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2014-11-05-ps2013-019-09-002-014	ParlaMint-CZ_2014-11-05-ps2013-019-09-002-014.u10	Parliament of the Czech Republic, Chamber of Deputies, 2014-11-05	2014-11-05	Lower house	ps2013	-	ps2013/019	ps2013/019/09	ps2013/019/014	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2014-11-05-ps2013-019-09-002-014	ParlaMint-CZ_2014-11-05-ps2013-019-09-002-014.u11	Parliament of the Czech Republic, Chamber of Deputies, 2014-11-05	2014-11-05	Lower house	ps2013	-	ps2013/019	ps2013/019/09	ps2013/019/014	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
