Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2014-02-05-ps2013-006-02-013-017	ParlaMint-CZ_2014-02-05-ps2013-006-02-013-017.u1	Parliament of the Czech Republic, Chamber of Deputies, 2014-02-05	2014-02-05	Lower house	ps2013	-	ps2013/006	ps2013/006/02	ps2013/006/017	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-02-05-ps2013-006-02-013-017	ParlaMint-CZ_2014-02-05-ps2013-006-02-013-017.u2	Parliament of the Czech Republic, Chamber of Deputies, 2014-02-05	2014-02-05	Lower house	ps2013	-	ps2013/006	ps2013/006/02	ps2013/006/017	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	ZuzkaBebarovaRujbrova.1951	Bebarová Rujbrová, Zuzka	F	1951	
ParlaMint-CZ-en_2014-02-05-ps2013-006-02-013-017	ParlaMint-CZ_2014-02-05-ps2013-006-02-013-017.u3	Parliament of the Czech Republic, Chamber of Deputies, 2014-02-05	2014-02-05	Lower house	ps2013	-	ps2013/006	ps2013/006/02	ps2013/006/017	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-02-05-ps2013-006-02-013-017	ParlaMint-CZ_2014-02-05-ps2013-006-02-013-017.u4	Parliament of the Czech Republic, Chamber of Deputies, 2014-02-05	2014-02-05	Lower house	ps2013	-	ps2013/006	ps2013/006/02	ps2013/006/017	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	MarekBenda.1968	Benda, Marek	M	1968	
ParlaMint-CZ-en_2014-02-05-ps2013-006-02-013-017	ParlaMint-CZ_2014-02-05-ps2013-006-02-013-017.u5	Parliament of the Czech Republic, Chamber of Deputies, 2014-02-05	2014-02-05	Lower house	ps2013	-	ps2013/006	ps2013/006/02	ps2013/006/017	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-02-05-ps2013-006-02-013-017	ParlaMint-CZ_2014-02-05-ps2013-006-02-013-017.u6	Parliament of the Czech Republic, Chamber of Deputies, 2014-02-05	2014-02-05	Lower house	ps2013	-	ps2013/006	ps2013/006/02	ps2013/006/017	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2014-02-05-ps2013-006-02-013-017	ParlaMint-CZ_2014-02-05-ps2013-006-02-013-017.u7	Parliament of the Czech Republic, Chamber of Deputies, 2014-02-05	2014-02-05	Lower house	ps2013	-	ps2013/006	ps2013/006/02	ps2013/006/017	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-02-05-ps2013-006-02-013-017	ParlaMint-CZ_2014-02-05-ps2013-006-02-013-017.u8	Parliament of the Czech Republic, Chamber of Deputies, 2014-02-05	2014-02-05	Lower house	ps2013	-	ps2013/006	ps2013/006/02	ps2013/006/017	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2014-02-05-ps2013-006-02-013-017	ParlaMint-CZ_2014-02-05-ps2013-006-02-013-017.u9	Parliament of the Czech Republic, Chamber of Deputies, 2014-02-05	2014-02-05	Lower house	ps2013	-	ps2013/006	ps2013/006/02	ps2013/006/017	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-02-05-ps2013-006-02-013-017	ParlaMint-CZ_2014-02-05-ps2013-006-02-013-017.u10	Parliament of the Czech Republic, Chamber of Deputies, 2014-02-05	2014-02-05	Lower house	ps2013	-	ps2013/006	ps2013/006/02	ps2013/006/017	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	StanislavGrospic.1964	Grospič, Stanislav	M	1964	
