Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-PT-en_2022-11-25	ParlaMint-PT_2022-11-25.u1	Minutes of the Assembly of the Portuguese Republic, Session 1, Number 60	2022-11-25	Unicameralism	Série I - XV Legislatura	Sessão 1	Número 60	25.11.2022	-	COVID,War	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	AugustoErnestoSantosSilva	Ernesto Santos Silva, Augusto	M	1956	
ParlaMint-PT-en_2022-11-25	ParlaMint-PT_2022-11-25.u2	Minutes of the Assembly of the Portuguese Republic, Session 1, Number 60	2022-11-25	Unicameralism	Série I - XV Legislatura	Sessão 1	Número 60	25.11.2022	-	COVID,War	English	Regular	MP	notMinister	GP-PSD	Grupo Parlamentar do Partido Social Democrata	Opposition	Centre-right	PauloAlexandreLuisBotelhoMoniz	Alexandre Luis Botelho Moniz, Paulo	M	1969	
ParlaMint-PT-en_2022-11-25	ParlaMint-PT_2022-11-25.u3	Minutes of the Assembly of the Portuguese Republic, Session 1, Number 60	2022-11-25	Unicameralism	Série I - XV Legislatura	Sessão 1	Número 60	25.11.2022	-	COVID,War	English	Regular	MP	notMinister	GP-PSD	Grupo Parlamentar do Partido Social Democrata	Opposition	Centre-right	PauloAlexandreLuisBotelhoMoniz	Alexandre Luis Botelho Moniz, Paulo	M	1969	
ParlaMint-PT-en_2022-11-25	ParlaMint-PT_2022-11-25.u4	Minutes of the Assembly of the Portuguese Republic, Session 1, Number 60	2022-11-25	Unicameralism	Série I - XV Legislatura	Sessão 1	Número 60	25.11.2022	-	COVID,War	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	AugustoErnestoSantosSilva	Ernesto Santos Silva, Augusto	M	1956	
ParlaMint-PT-en_2022-11-25	ParlaMint-PT_2022-11-25.u5	Minutes of the Assembly of the Portuguese Republic, Session 1, Number 60	2022-11-25	Unicameralism	Série I - XV Legislatura	Sessão 1	Número 60	25.11.2022	-	COVID,War	English	Regular	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	JoãoFernandoBrumdeAzevedoeCastro	Fernando Brum de Azevedo e Castro, João	M	1971	
ParlaMint-PT-en_2022-11-25	ParlaMint-PT_2022-11-25.u6	Minutes of the Assembly of the Portuguese Republic, Session 1, Number 60	2022-11-25	Unicameralism	Série I - XV Legislatura	Sessão 1	Número 60	25.11.2022	-	COVID,War	English	Regular	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	JoãoFernandoBrumdeAzevedoeCastro	Fernando Brum de Azevedo e Castro, João	M	1971	
ParlaMint-PT-en_2022-11-25	ParlaMint-PT_2022-11-25.u7	Minutes of the Assembly of the Portuguese Republic, Session 1, Number 60	2022-11-25	Unicameralism	Série I - XV Legislatura	Sessão 1	Número 60	25.11.2022	-	COVID,War	English	Regular	MP	notMinister	GP-PSD	Grupo Parlamentar do Partido Social Democrata	Opposition	Centre-right	PauloAlexandreLuisBotelhoMoniz	Alexandre Luis Botelho Moniz, Paulo	M	1969	
ParlaMint-PT-en_2022-11-25	ParlaMint-PT_2022-11-25.u8	Minutes of the Assembly of the Portuguese Republic, Session 1, Number 60	2022-11-25	Unicameralism	Série I - XV Legislatura	Sessão 1	Número 60	25.11.2022	-	COVID,War	English	Regular	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	JoãoFernandoBrumdeAzevedoeCastro	Fernando Brum de Azevedo e Castro, João	M	1971	
ParlaMint-PT-en_2022-11-25	ParlaMint-PT_2022-11-25.u9	Minutes of the Assembly of the Portuguese Republic, Session 1, Number 60	2022-11-25	Unicameralism	Série I - XV Legislatura	Sessão 1	Número 60	25.11.2022	-	COVID,War	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	AugustoErnestoSantosSilva	Ernesto Santos Silva, Augusto	M	1956	
ParlaMint-PT-en_2022-11-25	ParlaMint-PT_2022-11-25.u10	Minutes of the Assembly of the Portuguese Republic, Session 1, Number 60	2022-11-25	Unicameralism	Série I - XV Legislatura	Sessão 1	Número 60	25.11.2022	-	COVID,War	English	Regular	MP	notMinister	GP-PSD	Grupo Parlamentar do Partido Social Democrata	Opposition	Centre-right	PauloAlexandreLuisBotelhoMoniz	Alexandre Luis Botelho Moniz, Paulo	M	1969	
