Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-RS-en_2014-11-04-0	ParlaMint-RS_2014-11-04-0.u12875	Term 10, Meeting 7	2014-11-04	Unicameralism	10. mandat	-	Zasedanje 7	2015-12-04	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	GojkovićMaja	Gojković, Maja	F	1963	
ParlaMint-RS-en_2014-11-04-0	ParlaMint-RS_2014-11-04-0.u12876	Term 10, Meeting 7	2014-11-04	Unicameralism	10. mandat	-	Zasedanje 7	2015-12-04	-	Reference	English	Regular	MP	notMinister	SPO	Srpski pokret obnove	Coalition	Centre-right	ČotrićAleksandar	Čotrić, Aleksandar	M	1966	
ParlaMint-RS-en_2014-11-04-0	ParlaMint-RS_2014-11-04-0.u12877	Term 10, Meeting 7	2014-11-04	Unicameralism	10. mandat	-	Zasedanje 7	2015-12-04	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	GojkovićMaja	Gojković, Maja	F	1963	
ParlaMint-RS-en_2014-11-04-0	ParlaMint-RS_2014-11-04-0.u12878	Term 10, Meeting 7	2014-11-04	Unicameralism	10. mandat	-	Zasedanje 7	2015-12-04	-	Reference	English	Regular	MP	notMinister	SDPS	Socijaldemokratska partija Srbije	Coalition	Centre-left	ĐurovićBranko	Đurović, Branko	M	1957	
ParlaMint-RS-en_2014-11-04-0	ParlaMint-RS_2014-11-04-0.u12879	Term 10, Meeting 7	2014-11-04	Unicameralism	10. mandat	-	Zasedanje 7	2015-12-04	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	GojkovićMaja	Gojković, Maja	F	1963	
ParlaMint-RS-en_2014-11-04-0	ParlaMint-RS_2014-11-04-0.u12880	Term 10, Meeting 7	2014-11-04	Unicameralism	10. mandat	-	Zasedanje 7	2015-12-04	-	Reference	English	Regular	MP	notMinister	ZS	Zeleni Srbije	Coalition	Centre-left	KarićIvan	Karić, Ivan	M	1975	
ParlaMint-RS-en_2014-11-04-0	ParlaMint-RS_2014-11-04-0.u12881	Term 10, Meeting 7	2014-11-04	Unicameralism	10. mandat	-	Zasedanje 7	2015-12-04	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	GojkovićMaja	Gojković, Maja	F	1963	
ParlaMint-RS-en_2014-11-04-0	ParlaMint-RS_2014-11-04-0.u12882	Term 10, Meeting 7	2014-11-04	Unicameralism	10. mandat	-	Zasedanje 7	2015-12-04	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StojmirovićLjubiša	Stojmirović, Ljubiša	M	1950	
ParlaMint-RS-en_2014-11-04-0	ParlaMint-RS_2014-11-04-0.u12883	Term 10, Meeting 7	2014-11-04	Unicameralism	10. mandat	-	Zasedanje 7	2015-12-04	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	GojkovićMaja	Gojković, Maja	F	1963	
ParlaMint-RS-en_2014-11-04-0	ParlaMint-RS_2014-11-04-0.u12884	Term 10, Meeting 7	2014-11-04	Unicameralism	10. mandat	-	Zasedanje 7	2015-12-04	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	StefanovićBorislav	Stefanović, Borislav	M	1974	
