Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT-en_2019-09-10-LEG18-Senato-sed-148	ParlaMint-IT_2019-09-10-LEG18-Senato-sed-148.ana.u1	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 148, Day (2019-09-10)	2019-09-10	Upper house	18 Legislatura	-	-	148 Seduta	-	Reference	English	Chairperson	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	Opposition	Centre-right	AlbertiCasellatiMariaElisabetta	Alberti Casellati, Maria Elisabetta	F	1946	
ParlaMint-IT-en_2019-09-10-LEG18-Senato-sed-148	ParlaMint-IT_2019-09-10-LEG18-Senato-sed-148.ana.u2	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 148, Day (2019-09-10)	2019-09-10	Upper house	18 Legislatura	-	-	148 Seduta	-	Reference	English	Chairperson	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	Opposition	Centre-right	AlbertiCasellatiMariaElisabetta	Alberti Casellati, Maria Elisabetta	F	1946	
ParlaMint-IT-en_2019-09-10-LEG18-Senato-sed-148	ParlaMint-IT_2019-09-10-LEG18-Senato-sed-148.ana.u3	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 148, Day (2019-09-10)	2019-09-10	Upper house	18 Legislatura	-	-	148 Seduta	-	Reference	English	Chairperson	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	Opposition	Centre-right	AlbertiCasellatiMariaElisabetta	Alberti Casellati, Maria Elisabetta	F	1946	
ParlaMint-IT-en_2019-09-10-LEG18-Senato-sed-148	ParlaMint-IT_2019-09-10-LEG18-Senato-sed-148.ana.u4	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 148, Day (2019-09-10)	2019-09-10	Upper house	18 Legislatura	-	-	148 Seduta	-	Reference	English	Regular	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	VonoGelsomina	Vono, Gelsomina	F	1969	
ParlaMint-IT-en_2019-09-10-LEG18-Senato-sed-148	ParlaMint-IT_2019-09-10-LEG18-Senato-sed-148.ana.u5	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 148, Day (2019-09-10)	2019-09-10	Upper house	18 Legislatura	-	-	148 Seduta	-	Reference	English	Chairperson	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	Opposition	Centre-right	AlbertiCasellatiMariaElisabetta	Alberti Casellati, Maria Elisabetta	F	1946	
ParlaMint-IT-en_2019-09-10-LEG18-Senato-sed-148	ParlaMint-IT_2019-09-10-LEG18-Senato-sed-148.ana.u6	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 148, Day (2019-09-10)	2019-09-10	Upper house	18 Legislatura	-	-	148 Seduta	-	Reference	English	Regular	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	VonoGelsomina	Vono, Gelsomina	F	1969	
ParlaMint-IT-en_2019-09-10-LEG18-Senato-sed-148	ParlaMint-IT_2019-09-10-LEG18-Senato-sed-148.ana.u7	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 148, Day (2019-09-10)	2019-09-10	Upper house	18 Legislatura	-	-	148 Seduta	-	Reference	English	Regular	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	Opposition	Centre-right	BerardiRoberto	Berardi, Roberto	M	1972	
ParlaMint-IT-en_2019-09-10-LEG18-Senato-sed-148	ParlaMint-IT_2019-09-10-LEG18-Senato-sed-148.ana.u8	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 148, Day (2019-09-10)	2019-09-10	Upper house	18 Legislatura	-	-	148 Seduta	-	Reference	English	Chairperson	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	Opposition	Centre-right	AlbertiCasellatiMariaElisabetta	Alberti Casellati, Maria Elisabetta	F	1946	
ParlaMint-IT-en_2019-09-10-LEG18-Senato-sed-148	ParlaMint-IT_2019-09-10-LEG18-Senato-sed-148.ana.u9	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 148, Day (2019-09-10)	2019-09-10	Upper house	18 Legislatura	-	-	148 Seduta	-	Reference	English	Regular	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	Opposition	Centre-right	BerardiRoberto	Berardi, Roberto	M	1972	
ParlaMint-IT-en_2019-09-10-LEG18-Senato-sed-148	ParlaMint-IT_2019-09-10-LEG18-Senato-sed-148.ana.u10	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 148, Day (2019-09-10)	2019-09-10	Upper house	18 Legislatura	-	-	148 Seduta	-	Reference	English	Chairperson	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	Opposition	Centre-right	AlbertiCasellatiMariaElisabetta	Alberti Casellati, Maria Elisabetta	F	1946	
