Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2021-10-05-definitief-55-commissie-ic588x	ParlaMint-BE_2021-10-05-definitief-55-commissie-ic588x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 05-10-2021	2021-10-05	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	DéFi	Démocrate Fédéraliste Indépendant	Opposition	Centre to centre-right	DeSmetFrançois	De Smet, François	M	1977	
ParlaMint-BE-en_2021-10-05-definitief-55-commissie-ic588x	ParlaMint-BE_2021-10-05-definitief-55-commissie-ic588x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 05-10-2021	2021-10-05	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2021-10-05-definitief-55-commissie-ic588x	ParlaMint-BE_2021-10-05-definitief-55-commissie-ic588x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 05-10-2021	2021-10-05	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PVDA-PTB	Partij van de Arbeid van België - Parti du Travail de Belgique	Opposition	Left to far-left	DaemsGreet	Daems, Greet	F	1980	
ParlaMint-BE-en_2021-10-05-definitief-55-commissie-ic588x	ParlaMint-BE_2021-10-05-definitief-55-commissie-ic588x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 05-10-2021	2021-10-05	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Chairperson	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	DepoortereOrtwin	Depoortere, Ortwin	M	1970	
ParlaMint-BE-en_2021-10-05-definitief-55-commissie-ic588x	ParlaMint-BE_2021-10-05-definitief-55-commissie-ic588x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 05-10-2021	2021-10-05	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PVDA-PTB	Partij van de Arbeid van België - Parti du Travail de Belgique	Opposition	Left to far-left	DaemsGreet	Daems, Greet	F	1980	
ParlaMint-BE-en_2021-10-05-definitief-55-commissie-ic588x	ParlaMint-BE_2021-10-05-definitief-55-commissie-ic588x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 05-10-2021	2021-10-05	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Chairperson	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	DepoortereOrtwin	Depoortere, Ortwin	M	1970	
ParlaMint-BE-en_2021-10-05-definitief-55-commissie-ic588x	ParlaMint-BE_2021-10-05-definitief-55-commissie-ic588x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 05-10-2021	2021-10-05	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	FranckenTheo	Francken, Theo	M	1978	
ParlaMint-BE-en_2021-10-05-definitief-55-commissie-ic588x	ParlaMint-BE_2021-10-05-definitief-55-commissie-ic588x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 05-10-2021	2021-10-05	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	Groen	Groen	Coalition	Centre-left to left	PlatteauEva	Platteau, Eva	F	1982	
ParlaMint-BE-en_2021-10-05-definitief-55-commissie-ic588x	ParlaMint-BE_2021-10-05-definitief-55-commissie-ic588x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 05-10-2021	2021-10-05	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	VanLangenhoveDries	Van Langenhove, Dries	M	1993	
ParlaMint-BE-en_2021-10-05-definitief-55-commissie-ic588x	ParlaMint-BE_2021-10-05-definitief-55-commissie-ic588x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 05-10-2021	2021-10-05	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PS	Parti Socialiste	Coalition	Centre-left to left	LaaouejAhmed	Laaouej, Ahmed	M	1969	
