Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2015-12-17-tweedekamer-19	ParlaMint-NL_2015-12-17-tweedekamer-19.u1	Report of the meeting of the Dutch Lower House, Meeting 39, Session 19 (2015-12-17)	2015-12-17	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 39	Sitting 2015-12-17	-	Reference	English	Chairperson	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2015-12-17-tweedekamer-19	ParlaMint-NL_2015-12-17-tweedekamer-19.u2	Report of the meeting of the Dutch Lower House, Meeting 39, Session 19 (2015-12-17)	2015-12-17	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 39	Sitting 2015-12-17	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	SadetKarabulut	Karabulut, Sadet	F	1975	
ParlaMint-NL-en_2015-12-17-tweedekamer-19	ParlaMint-NL_2015-12-17-tweedekamer-19.u3	Report of the meeting of the Dutch Lower House, Meeting 39, Session 19 (2015-12-17)	2015-12-17	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 39	Sitting 2015-12-17	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	MachieldeGraaf	de Graaf, Machiel	M	1969	
ParlaMint-NL-en_2015-12-17-tweedekamer-19	ParlaMint-NL_2015-12-17-tweedekamer-19.u4	Report of the meeting of the Dutch Lower House, Meeting 39, Session 19 (2015-12-17)	2015-12-17	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 39	Sitting 2015-12-17	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	SadetKarabulut	Karabulut, Sadet	F	1975	
ParlaMint-NL-en_2015-12-17-tweedekamer-19	ParlaMint-NL_2015-12-17-tweedekamer-19.u5	Report of the meeting of the Dutch Lower House, Meeting 39, Session 19 (2015-12-17)	2015-12-17	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 39	Sitting 2015-12-17	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	MachieldeGraaf	de Graaf, Machiel	M	1969	
ParlaMint-NL-en_2015-12-17-tweedekamer-19	ParlaMint-NL_2015-12-17-tweedekamer-19.u6	Report of the meeting of the Dutch Lower House, Meeting 39, Session 19 (2015-12-17)	2015-12-17	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 39	Sitting 2015-12-17	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	SadetKarabulut	Karabulut, Sadet	F	1975	
ParlaMint-NL-en_2015-12-17-tweedekamer-19	ParlaMint-NL_2015-12-17-tweedekamer-19.u7	Report of the meeting of the Dutch Lower House, Meeting 39, Session 19 (2015-12-17)	2015-12-17	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 39	Sitting 2015-12-17	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	MachieldeGraaf	de Graaf, Machiel	M	1969	
ParlaMint-NL-en_2015-12-17-tweedekamer-19	ParlaMint-NL_2015-12-17-tweedekamer-19.u8	Report of the meeting of the Dutch Lower House, Meeting 39, Session 19 (2015-12-17)	2015-12-17	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 39	Sitting 2015-12-17	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	MachieldeGraaf	de Graaf, Machiel	M	1969	
ParlaMint-NL-en_2015-12-17-tweedekamer-19	ParlaMint-NL_2015-12-17-tweedekamer-19.u9	Report of the meeting of the Dutch Lower House, Meeting 39, Session 19 (2015-12-17)	2015-12-17	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 39	Sitting 2015-12-17	-	Reference	English	Chairperson	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2015-12-17-tweedekamer-19	ParlaMint-NL_2015-12-17-tweedekamer-19.u10	Report of the meeting of the Dutch Lower House, Meeting 39, Session 19 (2015-12-17)	2015-12-17	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 39	Sitting 2015-12-17	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	MachieldeGraaf	de Graaf, Machiel	M	1969	
