Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-07-07-tweedekamer-52	ParlaMint-NL_2016-07-07-tweedekamer-52.u1	Report of the meeting of the Dutch Lower House, Meeting 106, Session 52 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 106	Sitting 2016-07-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-07-07-tweedekamer-52	ParlaMint-NL_2016-07-07-tweedekamer-52.u2	Report of the meeting of the Dutch Lower House, Meeting 106, Session 52 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	TjitskeSiderius	Siderius, Tjitske	F	1981	
ParlaMint-NL-en_2016-07-07-tweedekamer-52	ParlaMint-NL_2016-07-07-tweedekamer-52.u3	Report of the meeting of the Dutch Lower House, Meeting 106, Session 52 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Opposition	Centre	PaulvanMeenen	van Meenen, Paul	M	1956	
ParlaMint-NL-en_2016-07-07-tweedekamer-52	ParlaMint-NL_2016-07-07-tweedekamer-52.u4	Report of the meeting of the Dutch Lower House, Meeting 106, Session 52 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Opposition	Centre	PaulvanMeenen	van Meenen, Paul	M	1956	
ParlaMint-NL-en_2016-07-07-tweedekamer-52	ParlaMint-NL_2016-07-07-tweedekamer-52.u5	Report of the meeting of the Dutch Lower House, Meeting 106, Session 52 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	LoesYpma	Ypma, Loes	F	1980	
ParlaMint-NL-en_2016-07-07-tweedekamer-52	ParlaMint-NL_2016-07-07-tweedekamer-52.u6	Report of the meeting of the Dutch Lower House, Meeting 106, Session 52 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	MichelRog	Rog, Michel	M	1973	
ParlaMint-NL-en_2016-07-07-tweedekamer-52	ParlaMint-NL_2016-07-07-tweedekamer-52.u7	Report of the meeting of the Dutch Lower House, Meeting 106, Session 52 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 106	Sitting 2016-07-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-07-07-tweedekamer-52	ParlaMint-NL_2016-07-07-tweedekamer-52.u8	Report of the meeting of the Dutch Lower House, Meeting 106, Session 52 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
ParlaMint-NL-en_2016-07-07-tweedekamer-52	ParlaMint-NL_2016-07-07-tweedekamer-52.u9	Report of the meeting of the Dutch Lower House, Meeting 106, Session 52 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	TjitskeSiderius	Siderius, Tjitske	F	1981	
ParlaMint-NL-en_2016-07-07-tweedekamer-52	ParlaMint-NL_2016-07-07-tweedekamer-52.u10	Report of the meeting of the Dutch Lower House, Meeting 106, Session 52 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
ParlaMint-NL-en_2016-07-07-tweedekamer-52	ParlaMint-NL_2016-07-07-tweedekamer-52.u11	Report of the meeting of the Dutch Lower House, Meeting 106, Session 52 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 106	Sitting 2016-07-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-07-07-tweedekamer-52	ParlaMint-NL_2016-07-07-tweedekamer-52.u12	Report of the meeting of the Dutch Lower House, Meeting 106, Session 52 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
ParlaMint-NL-en_2016-07-07-tweedekamer-52	ParlaMint-NL_2016-07-07-tweedekamer-52.u13	Report of the meeting of the Dutch Lower House, Meeting 106, Session 52 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Opposition	Centre	PaulvanMeenen	van Meenen, Paul	M	1956	
ParlaMint-NL-en_2016-07-07-tweedekamer-52	ParlaMint-NL_2016-07-07-tweedekamer-52.u14	Report of the meeting of the Dutch Lower House, Meeting 106, Session 52 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 106	Sitting 2016-07-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-07-07-tweedekamer-52	ParlaMint-NL_2016-07-07-tweedekamer-52.u15	Report of the meeting of the Dutch Lower House, Meeting 106, Session 52 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Opposition	Centre	PaulvanMeenen	van Meenen, Paul	M	1956	
ParlaMint-NL-en_2016-07-07-tweedekamer-52	ParlaMint-NL_2016-07-07-tweedekamer-52.u16	Report of the meeting of the Dutch Lower House, Meeting 106, Session 52 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
ParlaMint-NL-en_2016-07-07-tweedekamer-52	ParlaMint-NL_2016-07-07-tweedekamer-52.u17	Report of the meeting of the Dutch Lower House, Meeting 106, Session 52 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 106	Sitting 2016-07-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-07-07-tweedekamer-52	ParlaMint-NL_2016-07-07-tweedekamer-52.u18	Report of the meeting of the Dutch Lower House, Meeting 106, Session 52 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	SanderDekker	Dekker, Sander	M	1975	
ParlaMint-NL-en_2016-07-07-tweedekamer-52	ParlaMint-NL_2016-07-07-tweedekamer-52.u19	Report of the meeting of the Dutch Lower House, Meeting 106, Session 52 (2016-07-07)	2016-07-07	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 106	Sitting 2016-07-07	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	LoesYpma	Ypma, Loes	F	1980	
