Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-11-29-tweedekamer-35	ParlaMint-NL_2016-11-29-tweedekamer-35.u1	Report of the meeting of the Dutch Lower House, Meeting 28, Session 35 (2016-11-29)	2016-11-29	Lower house	Meeting of the 28th Tweede Kamer	Session 35	Meeting 28	Sitting 2016-11-29	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-11-29-tweedekamer-35	ParlaMint-NL_2016-11-29-tweedekamer-35.u2	Report of the meeting of the Dutch Lower House, Meeting 28, Session 35 (2016-11-29)	2016-11-29	Lower house	Meeting of the 28th Tweede Kamer	Session 35	Meeting 28	Sitting 2016-11-29	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-11-29-tweedekamer-35	ParlaMint-NL_2016-11-29-tweedekamer-35.u3	Report of the meeting of the Dutch Lower House, Meeting 28, Session 35 (2016-11-29)	2016-11-29	Lower house	Meeting of the 28th Tweede Kamer	Session 35	Meeting 28	Sitting 2016-11-29	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	EdithSchippers	Schippers, Edith	F	1964	
ParlaMint-NL-en_2016-11-29-tweedekamer-35	ParlaMint-NL_2016-11-29-tweedekamer-35.u4	Report of the meeting of the Dutch Lower House, Meeting 28, Session 35 (2016-11-29)	2016-11-29	Lower house	Meeting of the 28th Tweede Kamer	Session 35	Meeting 28	Sitting 2016-11-29	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-11-29-tweedekamer-35	ParlaMint-NL_2016-11-29-tweedekamer-35.u5	Report of the meeting of the Dutch Lower House, Meeting 28, Session 35 (2016-11-29)	2016-11-29	Lower house	Meeting of the 28th Tweede Kamer	Session 35	Meeting 28	Sitting 2016-11-29	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	RenskeLeijten	Leijten, Renske	F	1979	
ParlaMint-NL-en_2016-11-29-tweedekamer-35	ParlaMint-NL_2016-11-29-tweedekamer-35.u6	Report of the meeting of the Dutch Lower House, Meeting 28, Session 35 (2016-11-29)	2016-11-29	Lower house	Meeting of the 28th Tweede Kamer	Session 35	Meeting 28	Sitting 2016-11-29	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	EdithSchippers	Schippers, Edith	F	1964	
ParlaMint-NL-en_2016-11-29-tweedekamer-35	ParlaMint-NL_2016-11-29-tweedekamer-35.u7	Report of the meeting of the Dutch Lower House, Meeting 28, Session 35 (2016-11-29)	2016-11-29	Lower house	Meeting of the 28th Tweede Kamer	Session 35	Meeting 28	Sitting 2016-11-29	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	RenskeLeijten	Leijten, Renske	F	1979	
ParlaMint-NL-en_2016-11-29-tweedekamer-35	ParlaMint-NL_2016-11-29-tweedekamer-35.u8	Report of the meeting of the Dutch Lower House, Meeting 28, Session 35 (2016-11-29)	2016-11-29	Lower house	Meeting of the 28th Tweede Kamer	Session 35	Meeting 28	Sitting 2016-11-29	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	EdithSchippers	Schippers, Edith	F	1964	
ParlaMint-NL-en_2016-11-29-tweedekamer-35	ParlaMint-NL_2016-11-29-tweedekamer-35.u9	Report of the meeting of the Dutch Lower House, Meeting 28, Session 35 (2016-11-29)	2016-11-29	Lower house	Meeting of the 28th Tweede Kamer	Session 35	Meeting 28	Sitting 2016-11-29	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	RenskeLeijten	Leijten, Renske	F	1979	
ParlaMint-NL-en_2016-11-29-tweedekamer-35	ParlaMint-NL_2016-11-29-tweedekamer-35.u10	Report of the meeting of the Dutch Lower House, Meeting 28, Session 35 (2016-11-29)	2016-11-29	Lower house	Meeting of the 28th Tweede Kamer	Session 35	Meeting 28	Sitting 2016-11-29	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	EdithSchippers	Schippers, Edith	F	1964	
