Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-06-22-tweedekamer-6	ParlaMint-NL_2016-06-22-tweedekamer-6.u1	Report of the meeting of the Dutch Lower House, Meeting 99, Session 6 (2016-06-22)	2016-06-22	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 99	Sitting 2016-06-22	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-06-22-tweedekamer-6	ParlaMint-NL_2016-06-22-tweedekamer-6.u2	Report of the meeting of the Dutch Lower House, Meeting 99, Session 6 (2016-06-22)	2016-06-22	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 99	Sitting 2016-06-22	-	Reference	English	Regular	MP	notMinister	CU	ChristenUnie	Opposition	Centre-right	CarlaDik-Faber	Dik-Faber, Carla	F	1971	
ParlaMint-NL-en_2016-06-22-tweedekamer-6	ParlaMint-NL_2016-06-22-tweedekamer-6.u3	Report of the meeting of the Dutch Lower House, Meeting 99, Session 6 (2016-06-22)	2016-06-22	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 99	Sitting 2016-06-22	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	JacoGeurts	Geurts, Jaco	M	1970	
ParlaMint-NL-en_2016-06-22-tweedekamer-6	ParlaMint-NL_2016-06-22-tweedekamer-6.u4	Report of the meeting of the Dutch Lower House, Meeting 99, Session 6 (2016-06-22)	2016-06-22	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 99	Sitting 2016-06-22	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	JacoGeurts	Geurts, Jaco	M	1970	
ParlaMint-NL-en_2016-06-22-tweedekamer-6	ParlaMint-NL_2016-06-22-tweedekamer-6.u5	Report of the meeting of the Dutch Lower House, Meeting 99, Session 6 (2016-06-22)	2016-06-22	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 99	Sitting 2016-06-22	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-06-22-tweedekamer-6	ParlaMint-NL_2016-06-22-tweedekamer-6.u6	Report of the meeting of the Dutch Lower House, Meeting 99, Session 6 (2016-06-22)	2016-06-22	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 99	Sitting 2016-06-22	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	BarbaraVisser	Visser, Barbara	F	1977	
ParlaMint-NL-en_2016-06-22-tweedekamer-6	ParlaMint-NL_2016-06-22-tweedekamer-6.u7	Report of the meeting of the Dutch Lower House, Meeting 99, Session 6 (2016-06-22)	2016-06-22	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 99	Sitting 2016-06-22	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	BarbaraVisser	Visser, Barbara	F	1977	
ParlaMint-NL-en_2016-06-22-tweedekamer-6	ParlaMint-NL_2016-06-22-tweedekamer-6.u8	Report of the meeting of the Dutch Lower House, Meeting 99, Session 6 (2016-06-22)	2016-06-22	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 99	Sitting 2016-06-22	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-06-22-tweedekamer-6	ParlaMint-NL_2016-06-22-tweedekamer-6.u9	Report of the meeting of the Dutch Lower House, Meeting 99, Session 6 (2016-06-22)	2016-06-22	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 99	Sitting 2016-06-22	-	Reference	English	Regular	MP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	FrankWassenberg	Wassenberg, Frank	M	1966	
ParlaMint-NL-en_2016-06-22-tweedekamer-6	ParlaMint-NL_2016-06-22-tweedekamer-6.u10	Report of the meeting of the Dutch Lower House, Meeting 99, Session 6 (2016-06-22)	2016-06-22	Lower house	Meeting of the 28th Tweede Kamer	Session 6	Meeting 99	Sitting 2016-06-22	-	Reference	English	Regular	MP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	FrankWassenberg	Wassenberg, Frank	M	1966	
