Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2022-03-31-tweedekamer-14	ParlaMint-NL_2022-03-31-tweedekamer-14.u1	Report of the meeting of the Dutch Lower House, Meeting 67, Session 14 (2022-03-31)	2022-03-31	Lower house	Meeting of the 30th Tweede Kamer	Session 14	Meeting 67	Sitting 2022-03-31	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-03-31-tweedekamer-14	ParlaMint-NL_2022-03-31-tweedekamer-14.u2	Report of the meeting of the Dutch Lower House, Meeting 67, Session 14 (2022-03-31)	2022-03-31	Lower house	Meeting of the 30th Tweede Kamer	Session 14	Meeting 67	Sitting 2022-03-31	-	COVID,War	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	JesseKlaver	Klaver, Jesse	M	1986	
ParlaMint-NL-en_2022-03-31-tweedekamer-14	ParlaMint-NL_2022-03-31-tweedekamer-14.u3	Report of the meeting of the Dutch Lower House, Meeting 67, Session 14 (2022-03-31)	2022-03-31	Lower house	Meeting of the 30th Tweede Kamer	Session 14	Meeting 67	Sitting 2022-03-31	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-03-31-tweedekamer-14	ParlaMint-NL_2022-03-31-tweedekamer-14.u4	Report of the meeting of the Dutch Lower House, Meeting 67, Session 14 (2022-03-31)	2022-03-31	Lower house	Meeting of the 30th Tweede Kamer	Session 14	Meeting 67	Sitting 2022-03-31	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-03-31-tweedekamer-14	ParlaMint-NL_2022-03-31-tweedekamer-14.u5	Report of the meeting of the Dutch Lower House, Meeting 67, Session 14 (2022-03-31)	2022-03-31	Lower house	Meeting of the 30th Tweede Kamer	Session 14	Meeting 67	Sitting 2022-03-31	-	COVID,War	English	Guest	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	WopkeHoekstra	Hoekstra, Wopke	M	1975	
ParlaMint-NL-en_2022-03-31-tweedekamer-14	ParlaMint-NL_2022-03-31-tweedekamer-14.u6	Report of the meeting of the Dutch Lower House, Meeting 67, Session 14 (2022-03-31)	2022-03-31	Lower house	Meeting of the 30th Tweede Kamer	Session 14	Meeting 67	Sitting 2022-03-31	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-03-31-tweedekamer-14	ParlaMint-NL_2022-03-31-tweedekamer-14.u7	Report of the meeting of the Dutch Lower House, Meeting 67, Session 14 (2022-03-31)	2022-03-31	Lower house	Meeting of the 30th Tweede Kamer	Session 14	Meeting 67	Sitting 2022-03-31	-	COVID,War	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Opposition	Centre-left	LiliannePloumen	Ploumen, Lilianne	F	1962	
ParlaMint-NL-en_2022-03-31-tweedekamer-14	ParlaMint-NL_2022-03-31-tweedekamer-14.u8	Report of the meeting of the Dutch Lower House, Meeting 67, Session 14 (2022-03-31)	2022-03-31	Lower house	Meeting of the 30th Tweede Kamer	Session 14	Meeting 67	Sitting 2022-03-31	-	COVID,War	English	Guest	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	WopkeHoekstra	Hoekstra, Wopke	M	1975	
ParlaMint-NL-en_2022-03-31-tweedekamer-14	ParlaMint-NL_2022-03-31-tweedekamer-14.u9	Report of the meeting of the Dutch Lower House, Meeting 67, Session 14 (2022-03-31)	2022-03-31	Lower house	Meeting of the 30th Tweede Kamer	Session 14	Meeting 67	Sitting 2022-03-31	-	COVID,War	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Opposition	Centre-left	LiliannePloumen	Ploumen, Lilianne	F	1962	
ParlaMint-NL-en_2022-03-31-tweedekamer-14	ParlaMint-NL_2022-03-31-tweedekamer-14.u10	Report of the meeting of the Dutch Lower House, Meeting 67, Session 14 (2022-03-31)	2022-03-31	Lower house	Meeting of the 30th Tweede Kamer	Session 14	Meeting 67	Sitting 2022-03-31	-	COVID,War	English	Guest	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	WopkeHoekstra	Hoekstra, Wopke	M	1975	
